"id","length_B"
"24007",63204.0354137179
"23009",346787.370285781
"23010",224282.517238747
"21031",1170553.33873307
"27050",691357.000400585
"27007",1906960.78730369
"25007",74999.8344575274
"24003",577074.087929416
"26005",16414.6376666618
"27059",166480.875989926
"26010",15439.3368332334
"25021",53624.1667248314
"26016",3428.18159434447
"27091",100001.270019624
"27022",1056998.03948361
"27027",890410.055874211
"27030",343181.501223125
"27002",1463302.03490344
"28085",1297503.64205116
"28074",1095826.55141912
"28070",16052.8613897118
"27073",16105.824707618
"27076",89180.7446124426
"30012",44922.9803548346
"71006",891064.000793147
"71003",34745.6750185947
"47009",62692.7784879014
"39065",361.70861094967
"41029",47312.5554391508
"39008",1086091.47956729
"34002",173953.292194278
"40006",44774.6504427695
"36013",148963.195671567
"71005",32545.233216326
"39024",29180.2155829153
"39081",225968.182256555
"37005",249814.886298917
"34010",238514.346614341
"34011",94421.6430963187
"41006",96317.1365038927
"37025",34737.8020767545
"39044",135124.528445348
"37023",309746.382634507
"84012",385082.893620393
"41016",23611.6534659819
"54024",157533.516550655
"33011",136807.145669615
"44013",6937.62818499322
"39005",27640.9829100215
"42001",61784.3221707943
"39142",23567.3115082983
"42007",7540.7081858356
"52014",94032.9485822982
"54110",11621366.7663206
"54111",205450.151533639
"60012",43200.5880470748
"69046",94237.0359920634
"26013",13571.3964564638
"48803",20471.9092736085
"106002",34181.1730220069
"65014",27497.1240219218
"54060",9845.66606831308
"75009",382981.943930155
"201006",0
"64002",194486.389029177
"52011",75758.9939425857
"49001",245960.241838246
"68005",186244.807577629
"84003",2064844.69576355
"55007",2306602.69414273
"60003",459185.104013008
"70004",139512.832794155
"5002",542261.569844488
"13017",16031.6535172658
"8011",180023.117664699
"6008",222616.258638531
"6013",12316.9737905477
"7004",521612.022926006
"7010",153735.445710932
"13004",170214.487732734
"9008",137647.576854338
"12004",31706.8178061178
"15007",2983073.79164767
"11002",1240977.09212114
"16001",1264321.58356553
"15001",116768.962937319
"18016",7160.69598743436
"15023",412447.963108511
"18013",129963.507611361
"21013",288705.892630764
"17018",12302.6855735646
"22006",336829.051507191
"21025",297955.314351883
"23007",509423.993507295
"21014",296624.505827341
"61001",323076.770893519
"69005",270204.823722789
"66025",697097.824645759
"57003",1315202.36715748
"39087",105742.454299461
"47013",19562.740403435
"35004",60223.6908126155
"36002",86104.9259744932
"47003",325044.252774555
"47008",192250.278745144
"41009",419405.032182579
"33053",89830.8634279017
"33026",2858283.98205312
"39092",30538.4689883836
"33056",73591.7912283763
"33063",130388.031937251
"39107",398.298891118515
"39026",175350.916453248
"38006",191577.634466213
"39109",25723.8446947497
"33030",40454.4756726781
"47019",786843.861970575
"42026",3244.02894956638
"43024",52090.8346048013
"47017",39484.2436647702
"47024",170196.740125878
"39140",273892.339180225
"44011",50367.820738287
"60002",546760.495697503
"39054",38408.8024738193
"35014",9985.64643034169
"55035",3234.05471405477
"55036",59920.4073394528
"29004",56475.7642492848
"29005",71715.8523305173
"28068",10455.7565359575
"28049",50137.7042051118
"27079",1441118.14768649
"30017",41729.4029622116
"28061",244608.370641456
"31004",545705.2849836
"29002",52660.824512221
"32012",42307.266466444
"45009",225550.660858747
"46003",365975.830311892
"46008",172304.997712129
"31001",62532.9552626798
"39015",7104.18863838499
"54040",86134.211922875
"37012",45586.3335949876
"39103",143201.674901141
"43010",15263.354586378
"59001",683444.305431182
"54095",5788924.16758131
"71013",70187.276773657
"54062",3582.94498697514
"62002",1009286.48265607
"53003",1407416.90411416
"55002",3116699.67820211
"95004",15039.3620326325
"96003",200677.535124129
"68044",159050.026960719
"53009",44974.5166953193
"74006",96612.6505324319
"94001",959632.227504168
"84032",2542.78953327762
"206002",0
"68015",50583.4524353044
"72014",50042.8380372765
"54094",52379.9435110445
"25808",0
"74001",264825.389145597
"73011",191097.644546842
"54081",96973.7246002599
"81007",174866.286925074
"83005",680862.119535437
"52017",46098.9564833032
"39096",5778.57824580409
"73006",53620.2932227291
"205008",0
"70001",62300.592283228
"203010",0
"203018",0
"7012",55511.4455596731
"205004",0
"39055",3066.52492562444
"94003",80727.1952829663
"203050",0
"79005",652516.469425884
"203027",0
"18019",3781.67129263832
"26006",7099.50245000558
"203042",0
"21017",96334.5034247057
"21020",308359.580768968
"19003",137965.093811942
"21028",16446.8819705422
"24008",1249282.13439387
"27011",239519.071816391
"22004",282002.798627791
"23011",128214.759650105
"25002",793409.6818319
"27006",570247.618339515
"27005",346861.466565206
"27010",61563.342238179
"26002",183372.697435177
"27012",128472.013452643
"27082",11032.5134464714
"27084",71437.1861791166
"27042",120254.779219077
"27053",538627.523671461
"27088",411921.723328339
"27063",89290.9290874518
"27019",73380.536416014
"27021",1475822.09575354
"27033",49974.2974556493
"28115",8862.18841828849
"28118",44231.8039994813
"27041",2587423.40091923
"27040",90316.9301266202
"27066",40186.3390588558
"27047",49686.5262755493
"27052",71634.6010385599
"27062",1023640.56738287
"28007",3954239.61404966
"28009",6919202.62448513
"40001",42197.5055833825
"44014",26178.8882123955
"68001",519848.567151655
"33035",2835389.36312617
"47021",37236.6542970735
"34004",446178.441557991
"39089",1490.31116056942
"50014",127522.060321066
"39137",3069.86841579681
"39078",75054.6947808866
"37020",152916.753442472
"33031",82665.0842705532
"37024",150097.455519905
"39126",3218.17807345261
"38024",39004.3244937562
"58005",170990.400831686
"33007",79819.10468792
"33009",1104205.1263195
"39021",445309.037656989
"39025",170770.619548532
"40024",31658.4523340078
"47001",1481364.61154789
"39117",31516.4102733469
"35003",67555.9194172805
"38013",7631.36168668847
"37015",66743.6520217076
"45004",474900.97263717
"78003",2061386.51440686
"75010",57980.6530580569
"58004",229179.992162571
"106003",34175.696218457
"60009",205915.88952417
"69002",801083.171287288
"60013",430147.484462861
"77001",2078586.25119215
"77003",898806.219659307
"201002",0
"201005",0
"201009",0
"54001",6329208.57747793
"55021",358134.589860474
"55023",5517605.68103345
"69007",1228589.59358436
"50002",1075611.9311235
"52004",125799.095059764
"205029",0
"55008",23169.6092242934
"72009",248862.090961235
"51002",28936.8129352813
"55030",183585.453356039
"73013",197710.634098436
"50006",538921.708200663
"50007",110899.888418599
"8018",378789.541668328
"6003",900869.398568591
"13001",261826.829460235
"4009",28719.8524689122
"3006",96594.0192519733
"6012",112617.978508478
"8006",5041753.56800362
"9002",1915032.30788825
"14001",425504.13462686
"14002",96639.4648051787
"10001",670039.692265769
"11003",774610.924235355
"14007",40011.429971013
"18018",16223.3224605509
"20007",95123.3887067959
"16007",95776.3945947731
"17008",66218.7194304426
"15013",365513.271897934
"15028",109072.091788851
"15034",1249216.62081972
"15035",1199351.59313249
"17015",64216.7399319228
"21007",1002080.28359659
"21011",447770.388143139
"19014",42487.7701625519
"18008",679813.666745844
"18015",550612.184619332
"18001",376511.81380688
"18002",408521.841159786
"22009",694677.981015295
"21003",1295117.48659489
"23016",24440.7915953895
"20005",110722.237922688
"42023",90751.3145892094
"54025",100406.478754633
"57004",259637.612963318
"32019",37568.0221977008
"42015",2732.72945608286
"35002",130101.480551559
"41001",23997.1354230395
"33021",279871.415310065
