"id","area","rainfall","runoff","evapotransmission","Manning_n_hillslope","channel_width","channel_depth","width_B","gradient_perpendicular","length_A","gradient_parallel","length_B","aquifer_thickness","hydraulic_conductivity_A","MvG_alpha","MvG_thetaR","MvG_thetaS","MvG_n","width_A"
7010,80680000,2.56680538823787e-08,1.24442240951909e-08,1.32238297871878e-08,0.0859342369477912,0.912820181634915,0.545725699925139,637.3127859,0.089739845,62315.4316805715,0.0176132456069011,153735.445710932,0,3.2037037037037e-06,6.49819209039548,0,0.453253672316384,1.19107118644068,524.797645896849
7011,36370000,2.5604675971558e-08,9.48583997800385e-09,1.61188359935542e-08,0.0936813131818637,0.535091342669642,0.382240060050731,588.1052829,0.086119259,30656.8042763088,0.027067217545283,104754.279053749,NA,3.2037037037037e-06,5.86759493670886,0,0.461155696202532,1.19149367088608,347.193454325037
7012,31600000,2.98193070411338e-08,1.5e-08,1.48193070411338e-08,0.109100311276233,0.627202163580452,0.424935110277576,648.5918858,0.069393014,20373.7874881907,0.016518000611602,55511.4455596731,NA,3.2037037037037e-06,7.5,0,0.4407,1.1904,569.251974640635
8001,2654700000,3.59035864799199e-08,2.12280106980073e-08,1.46755757819125e-08,0.0482470540839964,6.83881334984367,2.08947935668335,738.878227,0.161215153,1758263.37164025,0.0358535264641985,4602830.06952667,23.3039762241511,3.2037037037037e-06,7.07203539823009,0,0.446062831858407,1.19068672566372,576.753857930931
8002,1011700000,4.17026653200128e-08,2.26490066225166e-08,1.90536586974963e-08,0.0389408445026706,4.36082673285697,1.54797332252014,756.0086111,0.177069845,695173.073093545,0.0416412405951412,1795679.85549241,0,3.2037037037037e-06,7.22544097060196,0,0.444140503966402,1.19058394773682,563.407779457754
8003,533800000,4.35723136892231e-08,1.75327838141626e-08,2.60395298750605e-08,0.0362537703599437,2.78697517732039,1.14852288017685,762.4075468,0.172478817,397288.158698712,0.0453552505482921,1018939.20652353,0,3.2037037037037e-06,7.16149425287356,0,0.444941821396994,1.19062679045093,523.878163272612
8004,542800000,3.51113625946613e-08,2.70044215180545e-08,8.10694107660672e-09,0.0416269284712482,3.48783342750195,1.33379189714461,680.5339853,0.196846195,344830.081146363,0.0369090831751465,905539.392478417,109.052004430261,3.2037037037037e-06,6.84516853932584,0,0.448905704407952,1.19083872082973,599.421741901678
8005,1267800000,4.04667960590094e-08,2.32331598043855e-08,1.72336362546239e-08,0.0439144936325045,4.94422117779939,1.68312425284179,777.1234402,0.17522092,839686.801082528,0.0418330782740487,2111149.75881254,0,3.2037037037037e-06,7.25320388349515,0,0.443792606422704,1.19056534727409,600.525848395095
8006,2861200000,3.5459941104175e-08,2.28526492380819e-08,1.26072918660931e-08,0.0501681603061122,7.36649268688974,2.19562462176605,728.8042647,0.158920934,1908283.99639966,0.03575665872853,5041753.56800362,22.4033914841499,3.2037037037037e-06,6.97443405511811,0,0.447285875984252,1.19075211614173,567.500961998218
8007,400400000,4.5315206236792e-08,1.52847152847153e-08,3.00304909520768e-08,0.0379320056326695,2.25368953496261,0.996889395841021,791.098066,0.17782409,293050.812078093,0.0448713260109599,775836.082455548,0,3.2037037037037e-06,7.18818288393904,0,0.444607385697538,1.19060890973036,516.088396833414
8008,130300000,4.55053399692541e-08,1.92171910974674e-08,2.62881488717867e-08,0.028461928419345,1.44156934762085,0.740073085671686,702.8744237,0.216179695,86245.8068853717,0.0449860516737995,256899.518748146,0,3.2037037037037e-06,7.5,0,0.4407,1.1904,507.202195764878
8009,272200000,3.20692228752682e-08,2.22630418809699e-08,9.80618099429834e-09,0.0460363472514269,2.24261482649161,0.993620882556075,736.3852406,0.125235909,144131.055865207,0.0220408735037932,442992.218216247,0,3.2037037037037e-06,7.18202401372213,0,0.444684562607204,1.19061303602058,614.457746224168
8010,1748800000,3.78366127599508e-08,2.18961573650503e-08,1.59404553949005e-08,0.0468199697428139,5.63731628809312,1.83695782628815,767.7255629,0.159252005,1149358.94624027,0.0371334022201315,2928394.17783092,0,3.2037037037037e-06,7.19666666666667,0,0.444501075268817,1.19060322580645,597.187364064269
8011,1.04e+08,3.17206443657544e-08,2.1625e-08,1.00956443657544e-08,0.0446464646464646,1.36619629958509,0.714046213943205,655.0986949,0.168586679,71090.3640907434,0.0277838891938532,180023.117664699,NA,3.2037037037037e-06,6.32228310502283,0,0.45545799086758,1.19118904109589,577.703582457141
8013,2.31e+08,4.07519966577025e-08,3.34285714285714e-08,7.32342522913107e-09,0.0415890191363591,2.53153114971947,1.07722502688531,760.0515543,0.177708043,137871.910860823,0.0397577280822173,368719.19791309,0,3.2037037037037e-06,7.5,0,0.4407,1.1904,626.493009605777
8015,44500000,3.27663798942958e-08,2.26516853932584e-08,1.01146945010374e-08,0.0518825,0.914636741007051,0.54644947491114,581.7512618,0.141768888,25837.64286214,0.034708725976104,81132.0015775154,0,3.2037037037037e-06,6.80666666666667,0,0.449388172043011,1.19086451612903,548.488871650525
8016,40800000,3.31149584038096e-08,1.97794117647059e-08,1.33355466391037e-08,0.0420065,0.818380258192975,0.507404538169023,637.2866605,0.22861723,20235.7214984509,0.0239945575761485,76387.240359783,NA,3.2037037037037e-06,6.94413793103448,0,0.447665517241379,1.1907724137931,534.120617629757
8017,15200000,2.85834377801304e-08,1.71052631578947e-08,1.14781746222356e-08,0.0649855,0.464520677688303,0.347846484287865,737.6718503,0.150595353,9559.47127976237,0.0444685839929117,35435.67804118,0,3.2037037037037e-06,7.14441176470588,0,0.445155882352941,1.19063823529412,428.946215797987
8018,1.85e+08,4.23364444282197e-08,3.92864864864865e-08,3.04995794173322e-09,0.0267831361540004,2.45598571412783,1.05568611254671,659.5361619,0.236170544,139519.10575618,0.0513689392653155,378789.541668328,0,3.2037037037037e-06,7.38305803571429,0,0.442165401785714,1.19047834821429,488.39785593127
8021,38800000,3.98647059062129e-08,3.31185567010309e-08,6.74614920518193e-09,0.0401392367023941,1.03268992684155,0.592512538086198,737.7661265,0.089821895,30071.1673457108,0.0436647476614851,65224.4621473376,NA,3.2037037037037e-06,7.5,0,0.4407,1.1904,594.868837896332
9001,441600000,3.130868794542e-08,1.98482789855072e-08,1.14604089599127e-08,0.0602365709712914,2.69708315871054,1.12369162083308,618.3463079,0.121615834,304889.017832725,0.0238754796249621,849067.2574239,10.5504457441559,3.2037037037037e-06,5.42826903023983,0,0.466660896767466,1.19178800834202,520.10014064119
9002,954900000,2.94073506207993e-08,1.76343072573044e-08,1.17730433634949e-08,0.0601411694032839,3.73832044091996,1.39691056266082,620.6025924,0.101335517,662904.945201742,0.0213727770597835,1915032.30788825,6.79294599689086,3.2037037037037e-06,4.57756991321119,0,0.477321022179364,1.19235795564127,498.633885217837
9003,176100000,2.85200598693097e-08,1.6007950028393e-08,1.25121098409167e-08,0.071497299459892,1.52955787696968,0.769889141219557,592.1709802,0.091821672,130262.035893812,0.0214023264376383,408363.558503703,0,3.2037037037037e-06,4.40963730569948,0,0.479425388601036,1.19247046632124,431.233385871289
9004,1.79e+08,3.02629524168786e-08,1.78435754189944e-08,1.24193769978842e-08,0.073038,1.62811783173086,0.802616603366408,603.688915,0.114945825,111028.636901302,0.0211573280371784,318759.980924415,0,3.2037037037037e-06,5.20156010230179,0,0.46950179028133,1.19193989769821,561.55104376934
9005,6.7e+07,3.39388712444785e-08,2.35970149253731e-08,1.03418563191054e-08,0.0330825,1.14547156271991,0.634902629271917,662.1796363,0.132715963,45257.3631632728,0.020179505995577,150119.691626186,43.0673362382392,3.2037037037037e-06,6.38358108108108,0,0.454689864864865,1.19114797297297,446.310535774595
9006,46500000,2.60800103027132e-08,1.2258064516129e-08,1.38219457865842e-08,0.0903590359035904,0.687789917053165,0.451878266630808,531.8882885,0.068277694,42270.0593201089,0.0247049844313396,106197.353865074,0,3.2037037037037e-06,4.59375,0,0.477118269230769,1.19234711538462,437.864017394249
9007,88300000,2.76644580732304e-08,1.06568516421291e-08,1.70076064311013e-08,0.0490217065119536,0.883716957515244,0.534063679329373,646.1658435,0.084486866,44200.8201268656,0.0146381706021509,147020.407602748,0,3.2037037037037e-06,3.47,0,0.4912,1.1931,600.596892906108
9008,5.3e+07,2.61750771689442e-08,1.49433962264151e-08,1.12316809425291e-08,0.0548724872487249,0.810738818609298,0.504241086000919,567.1402645,0.067525335,45384.2092809346,0.0191092540784836,137647.576854338,0,3.2037037037037e-06,4.08169642857143,0,0.483534821428571,1.19269017857143,385.041285950757
9009,9.5e+07,2.63968998568166e-08,1.81052631578947e-08,8.29163669892189e-09,0.0458184910946568,1.19476529912782,0.652989179223565,539.156619,0.063458641,72269.7428166777,0.0149485548004988,197862.817106394,661.190169275467,3.2037037037037e-06,3.48919047619048,0,0.490959523809524,1.19308714285714,480.130634898001
9010,225490000,3.28297578051165e-08,2.22049758304138e-08,1.06247819747027e-08,0.0482611522304461,2.03848336932142,0.9323715920238,631.4594433,0.136361038,166387.729456849,0.0276435607191767,474818.674754062,14.0842576342958,3.2037037037037e-06,5.92268442622951,0,0.460465368852459,1.19145676229508,474.897075429468
10001,448100000,2.63018329905856e-08,1.50658335193037e-08,1.12359994712819e-08,0.0427901741044627,2.36702274408169,1.03003631925691,621.7206529,0.058463659,257456.111571059,0.011603877966856,670039.692265769,64.1882911270949,3.20053254798321e-06,3.51894736842105,0,0.490586639676113,1.19306720647773,668.766350967552
10002,3.25e+08,2.57314317931994e-08,1.51384615384615e-08,1.05929702547379e-08,0.0454150395514168,2.0206957514678,0.926939814252956,556.0304354,0.048040404,265458.158651607,0.00951965852672007,798640.751682314,0,3.2037037037037e-06,4.12165957446808,0,0.483034042553191,1.19266340425532,406.941418047347
10003,5.23e+08,2.61750771689442e-08,1.56214149139579e-08,1.05536622549863e-08,0.0426485891534921,2.60393060007367,1.09766678072773,611.5950357,0.056657304,298999.169779798,0.0112392024824981,789610.329279029,57.8543421140297,3.20097214149633e-06,3.54378378378378,0,0.490275414123801,1.19305056669573,662.352024292206
11001,1.273e+09,2.80130365827442e-08,1.65239591516104e-08,1.14890774311338e-08,0.0574211316975463,4.17820394846877,1.50444855340982,666.8271377,0.114671506,777957.70370453,0.0176534504265571,2008023.61035453,13.6530316209709,3.2037037037037e-06,5.20837320574163,0,0.469416415163784,1.19193533308796,633.956689271818
11002,7.87e+08,2.90270831558752e-08,1.82935196950445e-08,1.07335634608307e-08,0.0603198518370207,3.45664181497013,1.32582795085976,672.5907068,0.133480983,474810.923993542,0.0211403044978041,1240977.09212114,17.2567688391757,3.2037037037037e-06,5.83807079646018,0,0.461525663716814,1.19151345132743,634.177701584177
11003,4.99e+08,3.06432198818027e-08,2.02024048096192e-08,1.04408150721835e-08,0.053523113868321,2.89247879871227,1.17732863534879,671.4165277,0.154153968,308947.249701442,0.0242256129565503,774610.924235355,25.7226372793795,3.2037037037037e-06,5.90579576816927,0,0.460677000919963,1.19146807727691,644.194374734103
11004,1.98e+08,2.75693912069994e-08,1.66414141414141e-08,1.09279770655852e-08,0.0546008802640792,1.65365948580716,0.810989021728955,709.4225733,0.106381362,115498.011500251,0.0146170707323908,299406.398070952,0,3.2037037037037e-06,4.13049881235154,0,0.482923277909739,1.19265748218527,661.308513364096
11005,1.87e+08,3.36536706457854e-08,2.14117647058824e-08,1.22419059399031e-08,0.0440532159647894,1.8229107723638,0.865421855107858,679.7522582,0.171916253,118559.949155076,0.026906547594974,305654.699668224,0,3.2037037037037e-06,6.93860696517413,0,0.447734825870647,1.19077611940299,611.801487767016
11006,103400000,3.37487375120165e-08,2.64893617021277e-08,7.2593758098888e-09,0.0378306322529012,1.50769811931965,0.762536282856484,691.0268308,0.147722604,64850.4227451605,0.0269920759861728,173088.501514637,0,3.2037037037037e-06,6.97117647058824,0,0.447326696832579,1.19075429864253,597.382258758859
12001,1.37e+09,3.51113625946613e-08,2.7178102189781e-08,7.93326040488023e-09,0.0446995470558631,5.55889184226497,1.81988131932003,739.963451,0.189727153,792625.026074737,0.0408053113240199,2034179.97747509,0,3.2037037037037e-06,7.09165589935396,0,0.445816967018021,1.19067358041482,673.490062418421
12002,1.844e+09,3.42240718431716e-08,2.56095444685466e-08,8.61452737462498e-09,0.0505175015087508,6.2603665470961,1.9699298408367,722.0234274,0.176513902,1069863.09215404,0.0360769160135031,2748955.76679036,0,3.2037037037037e-06,7.0076050204918,0,0.446870210040984,1.19072989241803,670.800171569522
12003,6.9e+08,3.90091041101336e-08,3.38724637681159e-08,5.13664034201764e-09,0.0358161115569823,4.40419273102347,1.55821887770301,770.5513854,0.215885666,408988.336249656,0.0489569463647815,1073245.61726341,0,3.2037037037037e-06,7.35693904889484,0,0.442492699263228,1.19049584728734,642.909683395102
12004,30300000,2.96291733086717e-08,1.74587458745875e-08,1.21704274340843e-08,0.032822,0.66259203813508,0.440773077250409,801.2117522,0.206733774,9906.66653504397,0.0201964518058442,31706.8178061178,0,3.2037037037037e-06,7.5,0,0.4407,1.1904,955.630432081823
12005,1.1e+08,3.9421060530468e-08,3.46272727272727e-08,4.79378780319531e-09,0.0351235450275679,1.77796768502692,0.851138351440677,673.204052,0.210607179,66715.775775096,0.056965803075953,154617.782002712,0,3.2037037037037e-06,7.5,0,0.4407,1.1904,711.431754971563
12006,1.5e+08,3.32100252700406e-08,2.55533333333333e-08,7.65669193670727e-09,0.0285242048409682,1.78356025774292,0.852922246313926,742.0521707,0.188131782,77341.0472701361,0.0400157770523835,245495.814650105,0,3.2037037037037e-06,7.23915857605178,0,0.44396860841424,1.19057475728155,611.008379974986
12007,2.89e+08,4.2273066517399e-08,4.23425605536332e-08,-6.94940362342008e-11,0.0282412688882218,3.18680769375876,1.25589931131529,759.022433,0.233571219,178210.364205566,0.0539455374727337,482652.549932055,0,3.2037037037037e-06,7.493552,0,0.4407808,1.19040432,598.77441865931
12008,2.29e+08,3.58085196136888e-08,2.60742358078603e-08,9.73428380582856e-09,0.051223367010103,2.22608586784068,0.988732612756387,679.5892043,0.159969559,128239.856778305,0.0298617826580134,362052.646113807,NA,3.2037037037037e-06,7.14393574297189,0,0.445161847389558,1.19063855421687,632.504699131564
12009,41700000,4.04984850144197e-08,3.06714628297362e-08,9.82702218468354e-09,0.0263345,1.03027615666869,0.591588900520011,696.1332762,0.184381823,19365.2482624099,0.0258028869705737,72100.1534368527,NA,3.2037037037037e-06,7.5,0,0.4407,1.1904,578.362153369368
13001,1.23e+08,2.82031703152062e-08,1.78292682926829e-08,1.03739020225233e-08,0.054016106442577,1.34907996538382,0.708069758509652,609.8089684,0.097837367,89269.2677632509,0.0184714134404093,261826.829460235,2083.93879498376,3.31592770655271e-06,4.059,0,0.483819230769231,1.19270538461538,469.776150341692
13002,1.38e+08,2.87101936017717e-08,1.70144927536232e-08,1.16957008481486e-08,0.0577427597955707,1.39594215782747,0.724373465213631,566.867002,0.076752729,102188.389285734,0.0162075945702151,244325.538464604,1854.42511741106,3.45999906156156e-06,4.57280405405405,0,0.477380743243243,1.19236114864865,564.820202043645
13003,4.87e+08,3.46360282635061e-08,2.73264887063655e-08,7.30953955714058e-09,0.044455064051241,3.32333998682049,1.29151890104203,602.8713593,0.184413083,332529.869604422,0.033093144197572,878637.640882487,22.5710533171732,3.28585603200288e-06,5.1328640776699,0,0.470362621359223,1.1919859223301,554.267171516652
