"id","depth","KS","HCC_thr","HCC_ths","HCC_alp","HCC_n"
"72002",15,2.67762316887783e-06,0.00665671641791045,0.503148320895522,3.3440671641791,1.20940074626866
"72002",30,2.73023122236042e-06,0,0.490540485074627,3.52263059701493,1.19306473880597
"72002",60,6.48148148148148e-08,0,0.432227425373134,3.4030223880597,1.17035093283582
"72002",100,6.48148148148148e-08,0,0.432111567164179,3.43824626865672,1.17031548507463
"72002",200,6.92803344389165e-08,0,0.432165858208955,3.50057835820896,1.17071473880597
"72003",0,2.89233954451346e-06,0.1115,0.6969,0.69,1.4688
"72003",5,2.97018058431102e-06,0.0692546583850932,0.61896397515528,1.74329192546584,1.36434223602484
"72003",15,2.97018058431102e-06,0.0221614906832298,0.532084472049689,2.91745341614907,1.24789751552795
"72003",30,2.95072032436163e-06,0,0.4912,3.47,1.1931
"72003",60,6.48148148148148e-08,0,0.4322,3.36,1.1701
"72003",100,6.48148148148148e-08,0,0.4322,3.36,1.1701
"72003",200,6.48148148148148e-08,0,0.4322,3.36,1.1701
"72004",0,2.17326846150923e-06,0.104520523345305,0.684023961005644,0.864017444843509,1.45154222678297
"72004",5,2.35009822226023e-06,0.0410187275525911,0.56687311441765,2.4472909184197,1.29452478193946
"72004",15,2.38867926096954e-06,0.00371857362750128,0.49803427398666,3.37935351462288,1.20229332991278
"72004",30,2.33241524618513e-06,0,0.491122267829656,3.47620318111852,1.19309584402258
"72004",60,6.48148148148148e-08,0,0.432204925602873,3.36354027706516,1.17012719343253
"72004",100,6.48148148148148e-08,0,0.432195228322217,3.36298101590559,1.17010102616727
"72004",200,6.48148148148148e-08,0,0.432202616726526,3.36829143150333,1.17014181631606
"72005",0,2.30646437430502e-06,0.0914145496535797,0.659845496535797,1.19078521939954,1.41913579676674
"72005",5,2.48735940039346e-06,0.0437759815242494,0.571959815242494,2.37854503464203,1.30134249422633
"72005",15,2.54524580874177e-06,0.000257505773672055,0.491558429561201,3.47288683602771,1.19373048498845
"72005",30,2.494595201437e-06,0,0.490966743648961,3.4886143187067,1.19308752886836
"72005",60,6.48148148148148e-08,0,0.432222170900693,3.37593533487298,1.17022240184758
"72005",100,6.48148148148148e-08,0,0.432222170900693,3.37593533487298,1.17022240184758
"72005",200,6.48148148148148e-08,0,0.432244341801386,3.39187066974596,1.17034480369515
"72006",0,2.22363708668947e-06,0.100316782522344,0.676268718967229,0.968828202581927,1.44114786494538
"72006",5,2.38853718415536e-06,0.0466151936444886,0.577197715988083,2.30775571002979,1.30836285998014
"72006",15,2.45076363602928e-06,0.000221449851042701,0.491558391261172,3.46848063555114,1.1936448857994
"72006",30,2.39787115193644e-06,0,0.491099702085402,3.47800397219464,1.19309463753724
"72006",60,6.48148148148148e-08,0,0.43220953326713,3.36685203574975,1.17015263157895
"72006",100,6.48148148148148e-08,0,0.43220953326713,3.36685203574975,1.17015263157895
"72006",200,6.48148148148148e-08,0,0.43221906653426,3.3737040714995,1.17020526315789
"72007",0,1.23288157108722e-06,0.1115,0.6969,0.69,1.4688
"72007",5,1.63715277777778e-06,0.00719354838709677,0.504470967741936,3.29064516129032,1.21088709677419
"72007",15,1.53608497610514e-06,0.00179838709677419,0.494088709677419,3.57629032258065,1.19630322580645
"72007",30,1.6876866786141e-06,0,0.4912,3.47,1.1931
"72007",60,6.48148148148148e-08,0,0.431895161290323,3.34241935483871,1.16927741935484
"72007",100,6.48148148148148e-08,0,0.431895161290323,3.34241935483871,1.16927741935484
"72007",200,6.48148148148148e-08,0,0.431590322580645,3.32483870967742,1.16845483870968
"72008",0,2.7944246329663e-06,0.110997747747748,0.695973423423423,0.702522522522522,1.46755810810811
"72008",5,2.99200763263263e-06,0.0452027027027027,0.574591891891892,2.34297297297297,1.30487027027027
"72008",15,2.94966841841842e-06,0.0110495495495495,0.511584684684685,3.1945045045045,1.22042162162162
"72008",30,3.00612070403737e-06,0,0.490745045045045,3.50630630630631,1.19307567567568
"72008",60,6.48148148148148e-08,0,0.432264864864865,3.40662162162162,1.17045810810811
"72008",100,6.48148148148148e-08,0,0.432308108108108,3.4377027027027,1.17069684684685
"72008",200,7.55964297630964e-08,0,0.43245945945946,3.54648648648649,1.17153243243243
"72009",0,2.14810666401168e-06,0.105505376344086,0.685840860215054,0.839462365591398,1.45397741935484
"72009",5,2.26040422142573e-06,0.0275752688172043,0.542072043010753,2.78247311827957,1.26128387096774
"72009",15,2.28286373290854e-06,0.00919175627240143,0.508157347670251,3.24082437275986,1.21582795698925
"72009",30,2.24917446568432e-06,0,0.491018996415771,3.48444444444444,1.19309032258065
"72009",60,6.48148148148148e-08,0,0.4322,3.36,1.1701
"72009",100,6.48148148148148e-08,0,0.432132258064516,3.35609318996416,1.16991720430108
"72009",200,6.48148148148148e-08,0,0.432217204301075,3.37236559139785,1.17019498207885
"72011",0,2.424529159395e-06,0.105370418848168,0.685591884816754,0.84282722513089,1.45364371727749
"72011",5,2.6213732547993e-06,0.0662578534031414,0.613435340314136,1.81801047120419,1.35693219895288
"72011",15,2.62957509210781e-06,0.000291884816753927,0.491738481675393,3.46272251308901,1.19382172774869
"72011",30,2.54755671902269e-06,0,0.4912,3.47,1.1931
"72011",60,6.48148148148148e-08,0,0.4322,3.36,1.1701
"72011",100,6.48148148148148e-08,0,0.4322,3.36,1.1701
"72011",200,6.48148148148148e-08,0,0.4322,3.36,1.1701
"72014",0,1.4573846387371e-06,0.1115,0.6969,0.69,1.4688
"72014",5,1.81692091681846e-06,0.0146229508196721,0.518177049180328,3.10540983606557,1.22925737704918
"72014",15,1.86828324225865e-06,0,0.4912,3.47,1.1931
"72014",30,2.27918184578021e-06,0,0.4912,3.47,1.1931
"72014",60,6.48148148148148e-08,0,0.4322,3.36,1.1701
"72014",100,6.48148148148148e-08,0,0.4322,3.36,1.1701
"72014",200,6.48148148148148e-08,0,0.4322,3.36,1.1701
"72015",0,2.3148804833202e-06,0.084613475177305,0.647298581560284,1.36035460992908,1.40231914893617
"72015",5,2.53708628841608e-06,0.0506099290780142,0.584567375886525,2.20815602836879,1.31824042553191
"72015",15,2.59263773969004e-06,0.000395390070921986,0.491750354609929,3.47443262411348,1.19406808510638
"72015",30,2.44820396637773e-06,0,0.490841843971631,3.49858156028369,1.19308085106383
"72015",60,6.48148148148148e-08,0,0.432234042553191,3.38446808510638,1.17028794326241
"72015",100,6.48148148148148e-08,0,0.432234042553191,3.38446808510638,1.17028794326241
"72015",200,6.48148148148148e-08,0,0.432268085106383,3.40893617021277,1.17047588652482
"72016",0,2.84149539713124e-06,0.1115,0.6969,0.69,1.4688
"72016",5,3.04070996574609e-06,0.0560722543352601,0.59464450867052,2.07196531791908,1.33174682080925
"72016",15,3.00448913508885e-06,0.0141791907514451,0.51735838150289,3.11647398843931,1.22816011560694
"72016",30,3.05882038107472e-06,0,0.490616184971098,3.51658959537572,1.19306878612717
"72016",60,6.48148148148148e-08,0,0.4322,3.36,1.1701
"72016",100,6.48148148148148e-08,0,0.43222774566474,3.37994219653179,1.17025317919075
"72016",200,6.48148148148148e-08,0,0.432366473988439,3.47965317919075,1.17101907514451
"72017",0,2.33681059872509e-06,0.107856209150327,0.690177777777778,0.780849673202614,1.45979019607843
"72017",5,2.45285140805293e-06,0.0410533769063181,0.566937037037037,2.44642701525054,1.29461045751634
