"id","area","rainfall","runoff","evapotransmission","Manning_n_hillslope","channel_width","channel_depth"
"12004",30300000,2.96291733086717e-08,1.74587458745875e-08,1.21704274340843e-08,0.032822,0.66259203813508,0.440773077250409
"12005",1.1e+08,3.9421060530468e-08,3.46272727272727e-08,4.79378780319531e-09,0.0351235450275679,1.77796768502692,0.851138351440677
"12006",1.5e+08,3.32100252700406e-08,2.55533333333333e-08,7.65669193670727e-09,0.0285242048409682,1.78356025774292,0.852922246313926
"12007",2.89e+08,4.2273066517399e-08,4.23425605536332e-08,-6.94940362342008e-11,0.0282412688882218,3.18680769375876,1.25589931131529
"12008",2.29e+08,3.58085196136888e-08,2.60742358078603e-08,9.73428380582856e-09,0.051223367010103,2.22608586784068,0.988732612756387
"12009",41700000,4.04984850144197e-08,3.06714628297362e-08,9.82702218468354e-09,0.0263345,1.03027615666869,0.591588900520011
"13001",1.23e+08,2.82031703152062e-08,1.78292682926829e-08,1.03739020225233e-08,0.054016106442577,1.34907996538382,0.708069758509652
"13002",1.38e+08,2.87101936017717e-08,1.70144927536232e-08,1.16957008481486e-08,0.0577427597955707,1.39594215782747,0.724373465213631
"13003",4.87e+08,3.46360282635061e-08,2.73264887063655e-08,7.30953955714058e-09,0.044455064051241,3.32333998682049,1.29151890104203
"13004",1.04e+08,3.74880342504371e-08,3.18942307692308e-08,5.59380348120629e-09,0.0477725,1.65917086431748,0.812789952088162
"13005",1.24e+08,2.44638735767856e-08,1.36774193548387e-08,1.07864542219469e-08,0.0465094149632464,1.18640044504375,0.649937783394062
"13007",7.32e+08,3.40656270661199e-08,2.65450819672131e-08,7.52054509890678e-09,0.0412716705080669,4.01574338709535,1.46519317225455
"13008",4.88e+08,3.44775834864544e-08,2.62008196721311e-08,8.27676381432322e-09,0.0448528675808227,3.25750977066839,1.27440676731423
"13009",127200000,3.7392967384206e-08,3.16509433962264e-08,5.74202398797961e-09,0.0343350664933507,1.82791190870895,0.867003982679337
"13010",5e+07,2.24357804305236e-08,1.146e-08,1.09757804305236e-08,0.0488231176882312,0.689597515221742,0.452669648749541
"13012",1.3e+08,4.27800898039645e-08,4.17615384615385e-08,1.01855134242606e-09,0.0398008606024217,2.1226495492662,0.957862378816059
"13017",8400000,2.37667165577581e-08,1.53571428571429e-08,8.40957370061521e-09,0.036042,0.327199952628358,0.275376201922867
"14001",307400000,2.53511643282753e-08,1.31001951854262e-08,1.22509691428491e-08,0.0508319951826576,1.82813890801547,0.867075760474406
"14002",126900000,2.52560974620442e-08,1.27580772261623e-08,1.24980202358819e-08,0.0540920048212133,1.15915576994639,0.639949128341727
"14005",6e+07,2.29111147616788e-08,9.45e-09,1.34611147616788e-08,0.0459835819401342,0.685977555755289,0.451084102838313
"14006",1.6e+07,2.49708968633511e-08,1.1625e-08,1.33458968633511e-08,0.051337077493817,0.392893504654887,0.311100577299475
"14007",2.9e+07,2.49075189525305e-08,1.12413793103448e-08,1.36661396421856e-08,0.0610783711888684,0.52014829231672,0.375090186901048
"14009",2.6e+07,2.95024174870303e-08,1.93461538461538e-08,1.01562636408765e-08,0.04253,0.646103910373556,0.433430195712098
"14010",3.3e+07,2.33864490928339e-08,9.36363636363636e-09,1.40228127291976e-08,0.0429437056294371,0.506404570477005,0.368453479445304
"15001",70700000,4.55053399692541e-08,3.82602545968883e-08,7.24508537236584e-09,0.029903,1.49831115092961,0.759367942072851
"15002",15400000,3.79950575370026e-08,3.15584415584416e-08,6.436615978561e-09,0.0973016508254127,0.635091809111092,0.428491217953155
"15003",3.21e+09,5.09875292552436e-08,4.41218068535826e-08,6.86572240166108e-09,0.0497993154947106,10.8417037937309,2.8408563648298
"15004",24700000,3.4255760798582e-08,2.24696356275304e-08,1.17861251710516e-08,0.0376572971891568,0.678679714592974,0.447879134185801
"15005",40900000,3.53965631933543e-08,2.44498777506112e-08,1.09466854427431e-08,0.0604046032076651,0.911,0.545
"15006",4587100000,4.512507250433e-08,3.74798892546489e-08,7.64518324968107e-09,0.0493165689601975,11.9450131018764,3.03046080428666
"15007",1149400000,6.1793463050171e-08,5.13711501653036e-08,1.04223128848673e-08,0.0492689240965103,7.00025109306802,2.12223430126576
"15008",177100000,2.6618722544689e-08,1.49520045172219e-08,1.16667180274671e-08,0.0505959666900773,1.48244082782417,0.753996209410406
"15010",366500000,3.44142055756337e-08,2.18090040927694e-08,1.26052014828642e-08,0.0512377438592945,2.57556955895196,1.08968199056254
"15011",391100000,6.35363555977399e-08,3.23318844285349e-08,3.1204471169205e-08,0.0379360376008992,3.23949857925575,1.26970485486993
"15012",1.67e+09,4.70264098289506e-08,4.45622754491018e-08,2.46413437984883e-09,0.0458273381294964,7.85887338611585,2.29240376071366
"15013",174800000,4.41744038420197e-08,3.08409610983982e-08,1.33334427436215e-08,0.0399839871897518,2.11520781744962,0.955622308457081
"15014",1.03e+08,3.62204760340233e-08,3.1873786407767e-08,4.3466896262563e-09,0.039173425453089,1.65064552312118,0.810003315474414
"15015",8.4e+07,5.21600206054264e-08,3.63571428571429e-08,1.58028777482835e-08,0.029063,1.59203603413993,0.790714154593811
"15016",600900000,6.74974750240329e-08,7.81361291396239e-08,-1.0638654115591e-08,0.0485968233932892,6.24231133411335,1.96614043320027
"15017",1.97e+08,4.26216450269128e-08,3.11015228426396e-08,1.15201221842732e-08,0.0571058501470141,2.2549780413565,0.997269328679617
"15018",161400000,7.74794959782913e-08,6.28748451053284e-08,1.46046508729629e-08,0.0307789683790314,2.90207482811867,1.17993111886058
"15021",9.4e+07,2.77912138948718e-08,1.67446808510638e-08,1.10465330438079e-08,0.0530586708203531,1.14293291754153,0.633964216078838
"15023",2.1e+08,4.20195548741163e-08,3.31857142857143e-08,8.83384058840197e-09,0.0583871948130888,2.40493647504461,1.04100621846719
"15024",2.39e+08,7.99195455448878e-08,6.66192468619247e-08,1.33002986829631e-08,0.0533264546003624,3.63510689829061,1.3710786729651
"15025",4.32e+08,3.58085196136888e-08,3.01458333333333e-08,5.66268628035549e-09,0.0443765036086608,3.2875615861912,1.28223270263562
"15027",2e+07,3.00094407735959e-08,2.095e-08,9.05944077359586e-09,0.0425712428757124,0.589692207002941,0.407819364232216
"15028",5.4e+07,2.9565795397851e-08,2.17222222222222e-08,7.84357317562881e-09,0.0470053047742969,0.986659684491061,0.57477231275135
"15029",3.2e+07,2.91538389775166e-08,1.328125e-08,1.58725889775166e-08,0.0575150090054032,0.593899339113961,0.409756777465856
"15030",2.3e+08,2.60800103027132e-08,1.61e-08,9.98001030271319e-09,0.0487102756892231,1.75305375359685,0.84316856399885
"15032",2e+07,3.1498821677882e-08,2.295e-08,8.54882167788202e-09,0.0423524105442518,0.617198297956176,0.420404540072622
"15034",7.45e+08,4.31603572688886e-08,2.31919463087248e-08,1.99684109601638e-08,0.0347651446426772,3.78673672678733,1.40894592560453
"15035",6.47e+08,5.61845179425401e-08,6.76460587326121e-08,-1.1461540790072e-08,0.0522768392370572,6.02686920440456,1.92063760836407
"15038",2.47e+08,6.40433788843054e-08,5.86963562753036e-08,5.34702260900176e-09,0.0484185705302872,3.4687454011501,1.32892111145228
"15039",1.65e+08,4.17026653200128e-08,4.33212121212121e-08,-1.6185468011993e-09,0.026478993281861,2.43562626607614,1.04984378976225
"15041",2.37e+08,7.14902834057363e-08,2.88185654008439e-08,4.26717180048924e-08,0.0349136236681494,2.38083187772677,1.03403856628847
"15046",22250000,3.00728186844165e-08,1.73033707865169e-08,1.27694478978997e-08,0.0425685,0.565260634574884,0.396475856009134
"16001",590500000,4.76918778925679e-08,3.8342082980525e-08,9.34979491204288e-09,0.0486210256410256,4.33477120053642,1.54180116862579
"16002",176900000,5.52655382356401e-08,5.73883550028265e-08,-2.12281676718637e-09,0.0539477027313148,2.90264672187299,1.18008612820535
"16003",99500000,5.98287478147296e-08,5.28241206030151e-08,7.00462721171455e-09,0.032968296829683,2.08855566744102,0.947577968024889
"16004",782200000,4.44912933961231e-08,3.74111480439785e-08,7.08014535214458e-09,0.0503108755478545,4.92808058203191,1.67945917533269
"16007",5e+07,3.93893715750577e-08,2.726e-08,1.21293715750577e-08,0.0545429085817163,1.0635705538421,0.604266411240629
"17001",122300000,4.81355232683127e-08,2.87653311529027e-08,1.937019211541e-08,0.0709013302608149,1.70870186925631,0.828886590858508
"17002",4.24e+08,3.00094407735959e-08,1.52051886792453e-08,1.48042520943506e-08,0.0594315204862203,2.3131149316452,1.01433729148328
"17003",50500000,3.67591882759991e-08,2.58415841584158e-08,1.09176041175833e-08,0.0772916249248648,1.0406953949163,0.595570721487201
"17004",1.62e+08,2.76961470286407e-08,1.3320987654321e-08,1.43751593743197e-08,0.0640950779578111,1.33827109286572,0.704282638179353
"17005",195300000,3.13720658562406e-08,2.12903225806452e-08,1.00817432755955e-08,0.0560615400161682,1.85763600255809,0.876377725192837
"17008",33600000,3.69810109638715e-08,2.80357142857143e-08,8.94529667815727e-09,0.0544212266987372,0.884186395507192,0.534252795378937
"17012",2.2e+07,3.71394557409233e-08,3.05e-08,6.63945574092326e-09,0.09403,0.746241911848966,0.477130679218178
"17015",23100000,3.80901244032336e-08,3.12554112554113e-08,6.83471314782234e-09,0.0602281825460368,0.774082012450877,0.488924989156342
"17016",1.4e+07,2.75060132961787e-08,1.49285714285714e-08,1.25774418676072e-08,0.0436801792413506,0.41647747718214,0.323428731651797
"17018",10500000,3.08650425696751e-08,1.64761904761905e-08,1.43888520934847e-08,0.0381184302733006,0.378914677731016,0.303676978727073
"18001",1.61e+08,4.38575142879162e-08,3.3360248447205e-08,1.04972658407112e-08,0.0479597672318652,2.1112805808324,0.95443909383969
"18002",1.81e+08,4.22096886065783e-08,2.63038674033149e-08,1.59058212032634e-08,0.0530682390888015,1.98777611440524,0.916844947625382
"18003",517700000,6.34095997760985e-08,4.7602858798532e-08,1.58067409775666e-08,0.062681411269089,4.52245211406378,1.58598923667801
"18005",2.1e+08,4.236813338363e-08,3.2847619047619e-08,9.52051433601100e-09,0.0526090662922475,2.39265439585411,1.03745889582158
"18007",69500000,4.99101047712919e-08,3.08489208633094e-08,1.90611839079826e-08,0.0489723723111428,1.33392302026766,0.702756324272094
"18008",1.9e+08,6.94305013040639e-08,6.80315789473684e-08,1.39892235669547e-09,0.0681605711937538,3.2752952303571,1.27904125527672
"18010",3.97e+08,5.17797531405022e-08,3.72443324937028e-08,1.45354206467995e-08,0.075648016276704,3.50302896162735,1.33766306671097
"18011",1.036e+09,NA,4.47528957528958e-08,NA,0.0671833745874587,6.20310061533746,1.95789832418617
"18013",56200000,3.03580192831096e-08,1.49466192170819e-08,1.54114000660278e-08,0.0589045281506712,0.834945291620954,0.514228643854502
"18014",23700000,4.22413775619887e-08,3.80590717299578e-08,4.18230583203085e-09,0.0727019867549669,0.865210229944145,0.526581197886703
"18015",2.02e+08,6.53426260561295e-08,3.81881188118812e-08,2.71545072442483e-08,0.0555928523714095,2.53021947546058,1.07685289626518
"18016",2700000,6.83530768201122e-08,4.14814814814815e-08,2.68715953386307e-08,0.1350725,0.304878913669017,0.2627055067951
"18017",7700000,7.6528827315981e-08,6.68831168831169e-08,9.64571043286409e-09,0.035671,0.653765489300254,0.436849904685022
"18018",6850000,6.80995651768294e-08,6.24817518248175e-08,5.61781335201193e-09,0.0723899087170228,0.595991768399531,0.410718651364884
"18019",9e+05,8.45144440793877e-08,9.22222222222222e-08,-7.70777814283455e-09,0.027832,0.262456554499978,0.237732851594289
"18020",850000,6.33779108206882e-08,5.64705882352941e-08,6.90732258539406e-09,0.143212,0.199590099954883,0.198066144618703
"18021",1450000,6.3726489330202e-08,5.24137931034483e-08,1.13126962267537e-08,0.123996899689969,0.251145368263084,0.230852385341892
"18022",44500000,6.57862714318743e-08,5.5752808988764e-08,1.00334624431103e-08,0.0970556523633195,1.43493344828253,0.737800180321212
"18023",2240000,7.62436267172879e-08,7.05357142857143e-08,5.7079124315736e-09,0.027304,0.36211533797949,0.294633549578387
"19001",3.69e+08,2.82665482260269e-08,1.69132791327913e-08,1.13532690932356e-08,0.0738847546259051,2.27585960924658,1.00341648057603
"19002",43800000,3.21959786969096e-08,2.17579908675799e-08,1.04379878293297e-08,0.0683028028028028,0.889333859132778,0.536324293276806
"19003",51800000,3.20692228752682e-08,1.71621621621622e-08,1.49070607131061e-08,0.0797083833533413,0.858952716393632,0.524039177024664
"19004",81600000,3.00728186844165e-08,1.96323529411765e-08,1.04404657432401e-08,0.0547159318637275,1.15305396317779,0.637701354619131
"19005",2.29e+08,3.05481530155717e-08,1.89737991266376e-08,1.15743538889341e-08,0.0790053411266754,1.89894885265507,0.889323487757811
"19006",1.07e+08,2.74743243407683e-08,1.44018691588785e-08,1.30724551818898e-08,0.0683194472668157,1.1308882619428,0.629502387881529
"19007",3.3e+08,2.6523655678458e-08,1.33454545454545e-08,1.31782011330035e-08,0.0582076899788072,1.9117981284644,0.893330727287205
"19008",1.12e+08,2.72208126974856e-08,1.19553571428571e-08,1.52654555546284e-08,0.0522231869254341,1.05416517633623,0.60069870351668
"19009",8500000,3.14354437670613e-08,1.87058823529412e-08,1.27295614141202e-08,0.0790413930581614,0.363259465121007,0.295253832566256
"19010",16200000,2.44004956659649e-08,1.18518518518519e-08,1.25486438141131e-08,0.0903879440474993,0.399180199909765,0.314410406327015
"19011",1.37e+08,2.87418825571821e-08,1.69343065693431e-08,1.1807575987839e-08,0.0573223961468995,1.3875938598884,0.721482548334859
"19012",7.2e+07,2.93122837545683e-08,1.86111111111111e-08,1.07011726434572e-08,0.0499243663123467,1.05455874184419,0.600848205440105
"19014",34100000,2.61750771689442e-08,1.59237536656892e-08,1.02513235032551e-08,0.0784275405892964,0.671302542077713,0.44462762835446
"19017",38800000,2.39568502902201e-08,1.23453608247423e-08,1.16114894654779e-08,0.0699749624436655,0.630501513876057,0.42642403313041
"19020",30300000,3.27346909388854e-08,2.54125412541254e-08,7.32214968476003e-09,0.065623811905953,0.799399255691422,0.499528276760997
"19021",1.56e+08,2.59215655256615e-08,1.50641025641026e-08,1.08574629615589e-08,0.0580099553027225,1.39653655519646,0.72457907790285
"20001",3.07e+08,2.25942252075753e-08,9.60260586319218e-09,1.29916193443832e-08,0.0521226981585268,1.56416338916368,0.781458036851405
"20002",26200000,1.9520396532772e-08,5.72519083969466e-09,1.37952056930773e-08,0.0391965179107465,0.352828782839496,0.289574460102262
"20003",1.61e+08,2.29428037170891e-08,9.21739130434783e-09,1.37254124127413e-08,0.0535558555855586,1.10977599721746,0.621643126358234
"20004",31100000,1.95837744435926e-08,6.65594855305466e-09,1.2927825890538e-08,0.0501787681522283,0.414479971771858,0.322393752633689
"20005",9.3e+07,2.41469840226822e-08,1.02688172043011e-08,1.38781668183811e-08,0.0542123424684937,0.890266564013274,0.536699214261037
"20006",51800000,2.35132049144753e-08,1.07528957528958e-08,1.27603091615796e-08,0.0490606849589425,0.67990146124273,0.448416482192665
"20007",6.4e+07,2.44004956659649e-08,1.1875e-08,1.25254956659649e-08,0.0543100681909346,0.794191387513111,0.497356387257179
"21001",23700000,5.39346021084056e-08,2.78059071729958e-08,2.61286949354098e-08,0.0367730048431249,0.739539004380432,0.474269257006273
"21002",45600000,2.88052604680028e-08,2.20175438596491e-08,6.78771660835365e-09,0.030829940972929,0.912820181634915,0.545725699925139
"21003",6.94e+08,3.61254091677923e-08,2.31066282420749e-08,1.30187809257173e-08,0.056395056766804,3.64809719662182,1.37434315831877
"21005",3.73e+08,3.97696390399818e-08,2.56997319034853e-08,1.40699071364966e-08,0.056242323567905,2.82057134389471,1.15773450502645
"21006",1.5e+09,3.68859440976405e-08,2.4988e-08,1.18979440976405e-08,0.0636551238171935,5.57737383738978,1.82391286949558
"21007",4.99e+08,4.13857757659094e-08,3.0809619238477e-08,1.05761565274324e-08,0.0666545270612038,3.57200300307824,1.35516484802398
"21008",1.11e+09,2.96608622640821e-08,1.88711711711712e-08,1.07896910929109e-08,0.0685593305271598,4.16945502278175,1.50234766563453
"21009",4.39e+09,3.02629524168786e-08,1.8520728929385e-08,1.17422234874936e-08,0.0576486242217313,8.21447240095187,2.36104374761184
"21010",2.08e+09,3.41606939323509e-08,2.04932692307692e-08,1.36674247015817e-08,0.0595169397808384,5.94779056003151,1.9038001753255
"21011",2.31e+08,4.26850229377335e-08,2.81558441558442e-08,1.45291787818893e-08,0.052186125038371,2.32331792572605,1.01731788525295
"21012",3.23e+08,3.64106097664854e-08,2.80433436532508e-08,8.36726611323458e-09,0.0805907088506207,2.74179219088537,1.1360757098343
"21013",2.07e+08,2.947072853162e-08,1.78309178743961e-08,1.16398106572239e-08,0.0472817281728173,1.75021096185574,0.842256783277929
