"","id","name","AREA","BFI","GDF","QMED","RMED","SAAR","RGRAD","R2","years","no_groundwater_index"
"1",1001,"Wick at Tarroul",161.9,0.39,3.013,NA,31.2,2.81067012858556,0.700439315492015,0.556733245928462,23,0
"2",2001,"Helmsdale at Kilphedir",551.4,0.47,13.245,169.704,35,3.09695638331741,2.75751781373789,0.50533645086089,43,0
"3",2002,"Brora at Bruachrobie",434.4,0.3,11.983,164.339,36,3.44144933969593,3.03558400196166,0.590894918295844,25,0
"4",3001,"Shin at Lairg",494.6,0.55,15.2,NA,51,4.44055299539171,0.15324990229087,0.0183043437856108,5,0
"5",3002,"Carron at Sgodachail",241.1,0.3,9.073,177.884,47.95,5.30099558210441,1.8919401996754,0.600235487378041,44,0
"6",3003,"Oykel at Easter Turnaig",330.7,0.22,16.292,354.157,52.8,5.46152273192011,3.38279540150827,0.668495395485038,41,0
"7",3004,"Cassley at Rosehall",187.5,0.23,7.211,NA,62.6,6.4707840183631,1.55054554427536,0.667900185120116,39,0
"8",3005,"Shin at Inveran",575,0.59,4.971,NA,40.7,4.42159267734554,0.897880014583343,0.318953261036083,31,0
"9",3006,"Loch Ailsh at Loch Ailsh",44.34,0.29,2.982,NA,62.85,6.84046639231824,0.374783701171509,0.695399858973872,2,0
"10",4001,"Conon at Moy Bridge",961.8,0.57,50.232,NA,48.05,4.99395946999221,3.76766845924198,0.461220496034007,66,0
"11",4003,"Alness at Alness",201,0.43,6.236,80.293,45.55,3.99697591935785,1.06931531721603,0.445411281486991,44,0
"12",4004,"Blackwater at Contin",336.7,0.4,6.025,NA,44.8,4.67480696713952,1.48214260606595,0.655026020885986,31,0
"13",4005,"Meig at Glenmeanie",120.5,0.25,6.898,111.347,62.85,6.27077949858818,1.03706295164455,0.633091622853913,32,0
"14",4006,"Bran at Dosmucheran",116.1,0.28,6.958,84.553,62.1,6.35633748055988,0.932297106470728,0.71734077279209,29,0
"15",4007,"Blackwater at Garve",289,0.36,4.797,NA,48,4.95556202679091,1.17114785891151,0.526805149794053,29,0
"16",4008,"Newhall Burn at Newhall Bridge",41,0.45,0.475,NA,32.25,2.38406670942912,0.142280409644107,0.285055033736892,22,0
"17",4009,"Peffery at Strathpeffer STW",17.3,0.4,0.264,NA,30.2,2.93076637365358,0.0770473304763405,0.432303711484283,22,0
"18",4010,"Meig at Loch Beannacharain",70.92,0.24,4.963,NA,52.35,5.98957475994513,0.721409850079895,0.661866118304088,2,0
"19",4011,"Meig at Corrievuic",58.36,0.21,4.254,NA,52.7,6.19698630136986,0.46727843888267,0.636947481906518,2,0
"20",5001,"Beauly at Erchless",849.5,0.5,45.633,NA,58.65,5.98453576864536,2.04723403607075,0.281181867630176,10,0
"21",5002,"Farrar at Struy",311.3,0.59,19.374,NA,63.1,6.47883381279044,1.17737296888776,0.603064908030803,26,0
"22",5003,"Glass at Kerrow Wood",481.8,0.59,31.512,NA,65.25,6.62347655153047,2.22447092511806,0.672328374842856,30,0
"23",5004,"Glass at Fasnakyle",277.5,0.42,4.925,NA,58.95,6.399464267664,1.04916251324297,0.505916220843719,28,0
"24",6001,"Ness at Ness Castle Farm",1792.3,0.54,73.767,NA,46.9,5.08648542929787,4.94681827558968,0.386456774561949,27,0
"25",6003,"Moriston at Invermoriston",391,0.29,20.727,312.916,49.6,6.02197932553804,2.66692592605388,0.480994924980154,17,0
"26",6006,"Allt Bhlaraidh at Invermoriston",27.5,0.29,0.88,NA,53.95,4.40932074322266,0.0943211391320259,0.352878737962824,10,0
"27",6007,"Ness at Ness-side",1839.1,0.61,90.4,NA,49.55,5.26274995469099,7.8678322319151,0.678257427245651,46,0
"28",6008,"Enrick at Mill of Tore",105.9,0.3,3.241,41.433,45.4,3.8923729422759,0.822974533660166,0.61690711948041,39,0
"29",6009,"Moriston at Levishie",403.1,0.42,5.657,NA,62.1,6.31757142857143,1.67908868307772,0.565663180981172,18,0
"30",6011,"Tarff at Ardachy Bridge",75.9,0.22,3.561,NA,47.9,4.88867593910853,0.842939705747994,0.650219806009492,25,0
"31",6012,"Enrick at White Bridge",56.2,0.25,1.694,36.198,32.1,3.28358413132695,0.420431458770373,0.612363443668471,2,0
"32",6013,"Mill Burn at Dirriebught House",9.22,0.72,0.178,NA,27.6,2.19493150684931,0.0140585206634074,0.194503770322966,2,0
"33",7001,"Findhorn at Shenachie",415.6,0.35,13.955,277.058,39.95,3.42942948687294,2.30023982867855,0.358281977866514,58,0
"34",7002,"Findhorn at Forres",781.9,0.39,19.648,356.202,37.7,2.99689492653174,4.31179988889484,0.487761646752247,60,0
"35",7003,"Lossie at Sheriffmills",216,0.54,2.699,44.353,38.9,2.39560960839725,0.750444079580278,0.62676494792909,55,0
"36",7004,"Nairn at Firhall",313,0.45,5.497,95.831,36.35,2.82724919546663,1.49304680284823,0.490630564962211,40,0
"37",7005,"Divie at Dunphail",165,0.41,2.881,65.167,38.7,2.51579934364745,0.870314928770898,0.572139871287738,39,0
"38",7006,"Lossie at Torwinny",20,0.47,0.372,NA,46.7,2.82705035971223,0.0845069716603162,0.627852645530034,29,0
"39",7007,"Black Burn at Monaughty",44,0.58,0.477,NA,43.45,2.4036644752861,0.123902353711007,0.635919662312376,22,0
"40",7008,"Nairn at Balnafoich",128.1,0.37,2.625,39.246,42.5,3.11011248468649,0.643408009184976,0.544266210455402,25,0
"41",7009,"Mosset Burn at Wardend Bridge",28.3,0.49,0.317,NA,41.05,2.44499000856409,0.0941842502980203,0.604556408662373,20,0
"42",7010,"Muckle Burn at Brodie",80.68,0.54,1.004,17.453,43.85,2.37503429355281,0.249103873948998,0.683462487458659,2,0
"43",7011,"Black Burn at Pluscarden Abbey",36.37,0.65,0.345,5.205,58.3,2.54732510288066,0.0783518016320378,0.890577341518564,2,0
"44",7012,"Lossie at Ballachraggan",31.6,0.45,0.474,NA,NA,NA,NA,NA,NA,0
"45",8001,"Spey at Aberlour",2654.7,0.58,56.354,NA,31.1,3.17001737028925,7.43685516124451,0.40932971405026,37,0
"46",8002,"Spey at Kinrara",1011.7,0.55,22.914,156.014,37.3,3.7597999917352,2.98997056254013,0.428783763436939,67,0
"47",8003,"Spey at Ruthven Bridge",533.8,0.5,9.359,NA,40.7,3.69764923076923,1.45442797501966,0.362490023585892,23,0
"48",8004,"Avon at Delnashaugh",542.8,0.55,14.658,210.551,37.55,3.11286505538771,2.22858539616312,0.436555530098665,66,0
"49",8005,"Spey at Boat of Garten",1267.8,0.58,29.455,170.15,36.1,3.65217570974007,3.43991186306385,0.45300455314068,67,0
"50",8006,"Spey at Boat o Brig",2861.2,0.59,65.386,506.597,32.4,3.17846683170394,8.80423289992246,0.478412585087648,66,0
"51",8007,"Spey at Invertruim",400.4,0.51,6.12,104.4,41.55,4.11940166995343,1.76174748059884,0.448895900010862,62,0
"52",8008,"Tromie at Tromie Bridge",130.3,0.62,2.504,50.652,41.8,4.12082826333235,0.444546982280397,0.296725277854687,59,0
"53",8009,"Dulnain at Balnaan Bridge",272.2,0.44,6.06,88.368,33.45,2.85820920572316,1.0450649130938,0.344840513163273,66,0
"54",8010,"Spey at Grantown",1748.8,0.58,38.292,233.616,34.3,3.40936594511675,4.46956066573572,0.425985428981042,65,0
"55",8011,"Livet at Minmore",104,0.63,2.249,31.67,37.9,2.8019782189137,0.417257617424165,0.491180585312986,40,0
"56",8013,"Feshie at Feshie Bridge",231,0.49,7.722,112.543,41.2,3.77703953817667,0.959971556865683,0.313283274391693,25,0
"57",8015,"Fiddich at Auchindoun",44.5,0.55,1.008,NA,44.25,3.03596652957027,0.211698764091541,0.467303571955755,20,0
"58",8016,"Conglass Water at Auchriachan",40.8,0.56,0.807,NA,31.65,2.62455516014235,0.0881647794962858,0.194164604939517,4,0
"59",8017,"Burn of Carron at Dailuaine",15.2,0.43,0.26,NA,29.9,2.41114864864865,0.0588498313521617,0.53804100504378,4,0
"60",8018,"Avon at Tomintoul",185,0.53,7.268,NA,49,3.73760204081633,0.743757955494818,0.276370628352091,11,0
"61",8021,"Nethy at Forest Lodge",38.8,0.62,1.285,NA,43.25,3.71759090909091,0.18256955849519,0.194925754185209,12,0
"62",9001,"Deveron at Avochie",441.6,0.59,8.765,128.516,40.6,2.79756544625652,1.76381960806408,0.574499806747851,59,0
"63",9002,"Deveron at Muiresk",954.9,0.57,16.839,268.355,36.9,2.60246281861221,3.90280292159624,0.598588023998046,58,0
"64",9003,"Isla at Grange",176.1,0.52,2.819,53.547,40.65,2.52582274171584,0.799092006000775,0.622740288719188,48,0
"65",9004,"Bogie at Redcraig",179,0.7,3.194,31.623,42.15,2.72389988186651,0.441931693930874,0.505214620734573,38,0
"66",9005,"Allt Deveron at Cabrach",67,0.49,1.581,NA,39.95,2.99200253636111,0.351718519766161,0.532814150049257,70,0
"67",9006,"Deskford Burn at Cullen",46.5,0.47,0.57,21.783,43.3,2.45193020081887,0.186457325658393,0.628049999582374,25,0
"68",9007,"Forgue Burn at Inverkeithny",88.3,0.67,0.941,NA,29,2.19544764795144,0.182650206201113,0.273813932172988,6,0
"69",9008,"Burn of Boyne at Scotsmill",53,0.34,0.792,NA,45.2,2.61436837029894,0.331119465194281,0.454578114939882,13,0
"70",9009,"Idoch Water at Turriff",95,0.64,1.72,NA,36.6,2.46532220676866,0.504848061771481,0.382949474273843,19,0
"71",9010,"Deveron at Huntly",225.49,0.45,5.007,110.428,46.6,2.88164383561644,1.52083987726625,0.6581003393377,2,0
"72",10002,"Ugie at Inverugie",325,0.64,4.92,45.871,31.9,2.30710242194339,1.10753126123288,0.440898330099695,47,0
"73",10003,"Ythan at Ellon",523,0.74,8.17,57.695,33,2.36204033214709,1.20039998129804,0.51679204394123,35,0
"74",11001,"Don at Parkhill",1273,0.68,21.035,136.246,33.2,2.47293742526903,3.22687350171154,0.530234911013074,49,0
"75",11002,"Don at Haughton",787,0.67,14.397,106.454,33.9,2.55517046737413,2.16768077995444,0.51264384772693,49,0
"76",11003,"Don at Bridge of Alford",499,0.68,10.081,95.81,34.9,2.72811963716597,1.43000285763354,0.46033105972081,45,0
"77",11004,"Urie at Pitcaple",198,0.74,3.295,NA,37.05,2.51327125506073,0.440037654088737,0.500040261530909,34,0
"78",11005,"Don at Mill of Newe",187,0.67,4.004,NA,35.4,2.62970096300051,0.394269990198939,0.260308269422318,6,0
"79",11006,"Don at Culfork",103.4,0.6,2.739,NA,38.25,2.99412473233405,0.759975729360378,0.611435854298974,18,0
"80",12001,"Dee at Woodend",1370,0.53,37.234,436.809,37.7,3.19119563194143,5.04081005325587,0.349621875140929,89,0
"81",12002,"Dee at Park",1844,0.53,47.224,556.402,38.55,3.15541343355965,6.98374899732353,0.450795645111107,46,0
"82",12003,"Dee at Polhollick",690,0.49,23.372,301.394,38.9,3.57009147127029,2.597208826781,0.323552573081436,43,0
"83",12004,"Girnock Burn at Littlemill",30.3,0.38,0.529,NA,44.9,3.19972945117238,0.10866666405637,0.303940243942152,43,0
"84",12005,"Muick at Invermuick",110,0.49,3.809,70.311,55.4,4.15781509258645,0.429100066104362,0.416075396064243,42,0
"85",12006,"Gairn at Invergairn",150,0.54,3.833,59.871,37.5,2.87988815099616,0.577424725210591,0.412180380923859,40,0
"86",12007,"Dee at Mar Lodge",289,0.43,12.237,183.215,38.75,3.86015352407537,1.49579943036088,0.34351480172435,36,0
"87",12008,"Feugh at Heugh Head",229,0.45,5.971,133.925,49,3.3239950166113,1.43500566505928,0.597348844563176,33,0
"88",12009,"Water of Dye at Charr",41.7,0.37,1.279,NA,52.75,3.58395696239012,0.291272644448625,0.634599253338624,44,0
"89",13001,"Bervie at Inverbervie",123,0.56,2.193,35.577,40.1,2.53894007570888,0.524384970733286,0.508390363941579,39,0
"90",13002,"Luther Water at Luther Bridge",138,0.58,2.348,NA,38.2,2.63082832585381,0.502016103209496,0.508892414666405,35,0
"91",13003,"South Esk at Stannochy Bridge",487,0.53,13.308,NA,44.55,3.26893470790378,1.33730448066142,0.451510630298258,4,0
"92",13004,"Prosen Water at Prosen Bridge",104,0.55,3.317,NA,45,3.55573716087281,0.525469065640029,0.491992345154508,33,0
"93",13005,"Lunan Water at Kirkton Mill",124,0.52,1.696,NA,34.5,2.27750333778371,0.330811962066339,0.368984084070032,37,0
"94",13007,"North Esk at Logie Mill",732,0.5,19.431,NA,46.25,3.17226386806597,3.70564092569823,0.495022166169425,42,0
"95",13008,"South Esk at Brechin",488,0.53,12.786,NA,43.8,3.1834076507862,1.93947596671319,0.533898200689625,35,0
"96",13009,"West Water at Dalhouse Bridge",127.2,0.51,4.026,NA,48.3,3.40789080650514,0.775970175086105,0.493371482698167,33,0
"97",13010,"Brothock Water at Arbroath",50,0.48,0.573,NA,33.9,2.18129367327668,0.103702102061637,0.300667145708497,29,0
"98",13012,"South Esk at Gella Bridge",130,0.45,5.429,NA,50.7,4.0391784989858,0.784646311256365,0.500390964897161,27,0
"99",13017,"Colliston Burn at Colliston",8.4,0.33,0.129,NA,35.5,2.39584711922419,0.0290448462809196,0.374976059694322,23,0
"100",14001,"Eden at Kemback",307.4,0.63,4.027,40.417,34.5,2.29214885038684,0.616883143541856,0.339088666087587,51,0
"101",14002,"Dighty Water at Balmossie Mill",126.9,0.6,1.619,NA,34.05,2.26857515746468,0.239178526008085,0.32837212524915,48,0
"102",14005,"Motray Water at St Michaels",60,0.58,0.567,NA,35.6,2.1274257186569,0.115474235995642,0.360487318193297,34,0
"103",14006,"Monikie Burn at Panbride",16,0.44,0.186,NA,36.9,1.99419496166484,0.0320922826517884,0.23425396688483,5,0
"104",14007,"Craigmill Burn at Craigmill",29,0.4,0.326,NA,37.4,2.25557142857143,0.0871500907460388,0.549941809002072,23,0
"105",14009,"Eden at Strathmiglo",26,0.56,0.503,NA,39.2,2.87918061048575,0.13300389474142,0.446037410120375,27,0
"106",14010,"Motray Water at Kilmany",33,0.55,0.309,NA,35.5,2.12423980400634,0.0640898472383025,0.420486464905529,19,0
"107",15001,"Isla at Forter",70.7,0.57,2.705,NA,44.7,3.90261139517896,0.281415102870754,0.375809177736046,11,0
"108",15002,"Newton Burn at Newton",15.4,0.58,0.486,NA,36.65,3.31628119293974,0.0561182770943403,0.345411794706515,10,0
"109",15003,"Tay at Caputh",3210,0.64,141.631,860.508,42.8,4.61779812938426,12.8710978034391,0.471454061311131,71,0
"110",15004,"Inzion at Loch of Lintrathen",24.7,0.64,0.555,NA,37.6,2.9928046700774,0.0484243225744072,0.222009110593964,24,0
"111",15005,"Melgan at Loch of Lintrathen",40.9,0.58,1,NA,35.7,3.12792680527317,0.125217802421384,0.310533720779991,27,0
"112",15006,"Tay at Ballathie",4587.1,0.65,171.924,1027.884,39.05,4.07638148785298,17.3412483503414,0.459615021064298,66,0
"113",15007,"Tay at Pitnacree",1149.4,0.63,59.046,354.832,53.6,5.60050438496842,4.68903099407443,0.558909194189712,61,0
"114",15008,"Dean Water at Cookston",177.1,0.59,2.648,26.832,35.2,2.32344865159357,0.386108284573707,0.321057888401384,51,0
"115",15010,"Isla at Wester Cardean",366.5,0.53,7.993,NA,36.9,3.15743959052494,1.35002333348354,0.48264493727693,45,0
"116",15011,"Lyon at Comrie Bridge",391.1,0.44,12.645,217.392,56.5,5.74933607118412,1.99927092550562,0.528681404417526,60,0
"117",15012,"Tummel at Pitlochry",1670,0.63,74.419,NA,41.8,4.40576174251643,7.65122586127719,0.497319931862084,45,0
"118",15013,"Almond at Almondbank",174.8,0.44,5.391,120.636,46.7,3.95208813176307,0.975498698265672,0.410766630673876,63,0
"119",15014,"Ardle at Kindrogan",103,0.39,3.283,NA,36.6,3.41762216875467,0.639117754280712,0.486747473656142,33,0
"120",15015,"Almond at Newton Bridge",84,0.42,3.054,NA,53.7,4.95678473648186,0.629741406664803,0.521841030607486,32,0
"121",15016,"Tay at Kenmore",600.9,0.66,46.952,196.788,56.55,6.38003235641839,3.15579506900025,0.629441481401557,44,0
"122",15017,"Braan at Ballinloan",197,0.39,6.127,NA,39.35,3.6699008868023,1.23285474610635,0.437230829671669,6,0
"123",15018,"Lyon at Moar",161.4,0.23,10.148,NA,58.05,6.588,0.918896911299056,0.177424577329872,6,0
"124",15021,"Lunan Burn at Mill Bank",94,0.64,1.574,NA,33.1,2.64609871970368,0.193602086834588,0.236443621112684,33,0
"125",15023,"Braan at Hermitage",210,0.43,6.969,125.538,47.9,4.06051314142678,1.21463476456446,0.496004946217099,35,0
"126",15024,"Dochart at Killin",239,0.26,15.922,NA,67.8,7.66087154916724,1.97736169958621,0.688204941657163,36,0
"127",15025,"Ericht at Craighall",432,0.47,13.023,NA,36.9,3.34541607898449,2.52767912306174,0.525180184433029,33,0
"128",15027,"Garry Burn at Loakmill",20,0.45,0.419,NA,35.7,2.8881043400045,0.0996796717515637,0.384558855723058,25,0
"129",15028,"Ordie Burn at Luncarty",54,0.44,1.173,NA,35.4,2.86202293342461,0.302554719216777,0.396428742326322,30,0
"130",15029,"Alyth Burn at Pitcrocknie",32,0.46,0.425,NA,30,2.50787671232877,0.0825431100614432,0.371083358623284,4,0
"131",15030,"Dean Water at Dean Bridge",230,0.58,3.703,NA,35.45,2.42389986309407,0.544879538079882,0.321510054385512,28,0
"132",15032,"Ordie Burn at Jackstone",20,0.38,0.459,NA,35.2,2.91600782778865,0.123757233526616,0.200850043792747,7,0
"133",15034,"Garry at Killiecrankie",745,0.4,17.278,NA,41.8,4.05611437842223,4.20865250009767,0.44390891918929,27,0
"134",15035,"Tummel at Kinloch Rannoch",647,0.56,43.767,NA,53.9,5.3567174396714,2.8433235873047,0.593474226084364,16,0
"135",15038,"Gaur at Bridge of Gaur",247,0.33,14.498,NA,68.85,6.24326544583262,1.89152556463087,0.570918894626156,16,0
"136",15039,"Tilt at Marble Lodge",165,0.41,7.148,NA,40.95,3.82031381634372,1.06117621023166,0.322759369824954,26,0
"137",15041,"Lyon at Camusvrachan",237,0.46,6.83,NA,66.75,6.7893063583815,1.26034040638397,0.57607225743278,18,0
"138",15046,"Garry Burn at Loakmill",22.25,0.46,0.385,NA,NA,NA,NA,NA,NA,0
"139",16001,"Earn at Kinkell Bridge",590.5,0.51,22.641,203.985,46.5,4.28661327231121,2.65704994003817,0.493630894225573,67,0
"140",16002,"Earn at Aberuchill",176.9,0.47,10.152,NA,53.4,4.63538461538462,0.534666562291232,0.358222649022178,23,0
"141",16003,"Ruchill Water at Cultybraggan",99.5,0.28,5.256,158.758,61.25,5.68397937308071,0.974169261592279,0.602844826996914,48,0
"142",16004,"Earn at Forteviot Bridge",782.2,0.52,29.263,249.2,43.4,4.16685624394966,4.14805618993712,0.567905803611836,46,0
"143",16007,"Ruthven Water at Aberuthven",50,0.52,1.363,NA,46.3,3.85081165656171,0.256628985722289,0.451258897042403,28,0
"144",17001,"Carron at Headswood",122.3,0.34,3.518,77.7,44.8,4.5218320610687,0.889366695958494,0.502523430591297,49,0
"145",17002,"Leven at Leven",424,0.68,6.447,NA,34.8,2.67520697167756,0.697667531822882,0.324648265677745,32,0
"146",17003,"Bonny Water at Bonnybridge",50.5,0.48,1.305,NA,37.7,3.38116862988221,0.314178963813559,0.52523940024582,53,0
"147",17004,"Ore at Balfour Mains",162,0.55,2.158,20.788,34.1,2.55586931438635,0.388555562712873,0.379711316987808,46,0
"148",17005,"Avon at Polmonthill",195.3,0.41,4.158,70.851,34.3,2.87243374489849,1.15063045822205,0.463469116726964,53,0
"149",17008,"South Queich at Kinross",33.6,0.44,0.942,NA,43.5,3.56591220224514,0.267672690648293,0.476188097288472,30,0
"150",17012,"Red Burn at Castlecary",22,0.34,0.671,NA,37.5,3.54276361130255,0.234719175911296,0.624225408388792,23,0
"151",17015,"North Queich at Lathro",23.1,0.43,0.722,NA,45.8,3.70165165165165,0.136498920415598,0.448020289100826,31,0
"152",17016,"Lochty Burn at Whinnyhall",14,0.53,0.209,NA,37.1,2.57118895481515,0.0536886536145746,0.404812207669825,22,0
"153",17018,"Greens Burn at Damleys Cottage",10.5,0.61,0.173,NA,38.75,2.99136943047597,0.0391901729866668,0.40175826909754,24,0
"154",18001,"Allan Water at Kinbuck",161,0.44,5.371,68.341,42.2,4.01442333908934,0.907729013876529,0.509361519512949,61,0
"155",18002,"Devon at Glenochil",181,0.51,4.761,NA,42.4,3.7795715526392,0.873972409804831,0.446031926552526,57,0
"156",18003,"Teith at Bridge of Teith",517.7,0.44,24.644,223.376,51.8,5.67134601043997,2.98541342901349,0.533517275815084,59,0
"157",18005,"Allan Water at Bridge of Allan",210,0.45,6.898,76.551,39.4,3.9436653714824,1.24570912576986,0.518964038169938,47,0
"158",18007,"Devon at Fossoway Bridge",69.5,0.5,2.144,NA,53.35,5.00899742930591,0.291819520214619,0.38698904832945,6,0
"159",18008,"Leny at Anie",190,0.38,12.926,NA,57.8,6.52417036843481,1.43869721876026,0.653607402051741,43,0
"160",18010,"Forth at Gargunnock",397,0.37,14.786,NA,43.4,4.76103706901203,2.10630950397378,0.575552615276606,51,0
"161",18011,"Forth at Craigforth",1036,0.41,46.364,NA,47.2,5.33253498989597,6.33728077516325,0.636934900832679,37,0
"162",18013,"Black Devon at Fauld Mill",56.2,0.37,0.84,NA,32.7,2.81471315033727,0.249781612663346,0.447549183856582,41,0
"163",18014,"Bannock Burn at Bannockburn",23.7,0.5,0.902,16.483,44.8,4.16733477386186,0.177295190810893,0.457009911478322,37,0
"164",18015,"Eas Gobhain at Loch Venachar",202,0.5,7.714,NA,51.7,6.16124897533348,0.817923601910258,0.423981221743786,37,0
"165",18016,"Kelty Water at Clashmore",2.7,0.16,0.112,NA,62.55,6.41683778234086,0.0147004762333075,0.542172023817107,30,0
"166",18017,"Monachyle Burn at Balquhidder",7.7,0.18,0.515,NA,65.6,7.58508611212898,0.0772263765430865,0.507176230460375,15,0
"167",18018,"Kirkton Burn at Balquhidder",6.85,0.39,0.428,NA,65.7,6.58918231611894,0.0604297296170207,0.577975230777745,14,0
"168",18019,"Comer Burn at Comer",0.9,0.15,0.083,NA,70.5,7.62582417582418,0.0128507561379179,0.357196799436567,2,0
"169",18020,"Loch Ard Burn at Duchray",0.85,0.22,0.048,NA,60.1,6.19482025101042,0.00776760550987586,0.607413448448138,26,0
"170",18021,"Loch Ard Burn at Elrig",1.45,0.19,0.076,NA,63.15,6.5490623766285,0.0121563280241188,0.567905647103375,28,0
"171",18022,"Avon Dhu at Milton",44.5,0.49,2.481,NA,60.85,6.36581214764387,0.19332601993613,0.535484371208358,22,0
"172",18023,"Monachyle Burn at Upper Monachyle",2.24,0.15,0.158,5.281,79.85,7.55334246575342,0.0221942127386711,0.47962750283485,10,0
"173",19001,"Almond at Craigiehall",369,0.39,6.241,127.886,32.4,2.59428635547576,1.85306011316736,0.443995370555497,61,0
"174",19002,"Almond at Almond Weir",43.8,0.33,0.953,18.569,35.3,2.95734591634627,0.268753390750768,0.479472814824853,43,0
"175",19003,"Breich Water at Breich Weir",51.8,0.31,0.889,NA,28.85,2.73809049516221,0.235425725924253,0.32738307880255,20,0
"176",19004,"North Esk at Dalmore Weir",81.6,0.54,1.602,23.89,35,2.757887240939,0.265214456937301,0.451560125959759,51,0
"177",19005,"Almond at Almondell",229,0.36,4.345,92.435,33.2,2.83400723452753,1.30448150097954,0.480310953896241,55,0
"178",19006,"Water of Leith at Murrayfield",107,0.52,1.541,31.002,35.65,2.49623170351915,0.405052780073045,0.442424797507824,52,0
"179",19007,"Esk at Musselburgh",330,0.53,4.404,72.582,36.3,2.42996479906131,1.04511041515023,0.425644253437038,56,0
"180",19008,"South Esk at Prestonholm",112,0.55,1.339,19.114,35,2.35152695871946,0.317366238754165,0.371229622168711,26,0
"181",19009,"Bog Burn at Cobbinshaw",8.5,0.61,0.159,NA,33.25,2.84198424389931,0.00583393660295942,0.0436605034043219,42,0
"182",19010,"Braid Burn at Liberton",16.2,0.64,0.192,NA,35.9,2.20281129202296,0.043864032709238,0.35794303687437,47,0
"183",19011,"North Esk at Dalkeith Palace",137,0.53,2.32,36.856,38.1,2.65033950279268,0.590932571903854,0.458980198513158,45,0
"184",19012,"Water of Leith at Colinton",72,0.51,1.34,NA,37.05,2.76632913136323,0.360568318194818,0.401245436481377,40,0
"185",19014,"Brox Burn at Newliston",34.1,0.45,0.543,NA,36,2.551562098776,0.13091199146568,0.38383407689797,22,0
"186",19017,"Gogar Burn at Turnhouse",38.8,0.39,0.479,NA,36.5,2.33821868583162,0.171321546297836,0.42568535428989,32,0
"187",19020,"Almond at Whitburn",30.3,0.28,0.77,NA,36.05,3.14854967057414,0.267966556170639,0.510425684129316,32,0
"188",19021,"South Esk at Cowbridge",156,0.53,2.35,38.564,37,2.52626948603179,0.465278877809062,0.327595420549912,13,0
"189",20001,"Tyne at East Linton",307,0.53,2.948,51.91,36.5,2.01450290058012,0.905578336345506,0.471811799355888,54,0
"190",20002,"West Peffer Burn at Luffness",26.2,0.48,0.15,NA,32.9,1.72360862762629,0.0509392363193134,0.338599608144453,49,0
"191",20003,"Tyne at Spilmersford",161,0.5,1.484,34.258,34.9,2.0563096843809,0.491848548241762,0.413122237649957,51,0
"192",20004,"East Peffer Burn at Lochhouses",31.1,0.36,0.207,NA,29.9,1.6478927602754,0.149729473822437,0.417519540879634,27,0
"193",20005,"Birns Water at Saltoun Hall",93,0.48,0.955,18.215,35.6,2.12052097979723,0.393981239137353,0.487998924346809,37,0
"194",20006,"Biel Water at Belton House",51.8,0.62,0.557,11.748,40.45,2.06739566825145,0.175463187759319,0.521851829767684,26,0
"195",20007,"Gifford Water at Lennoxlove",64,0.59,0.76,16.895,38.95,2.20243386921155,0.238664817555369,0.423453775972773,42,0
"196",21001,"Fruid Water at Fruid",23.7,0.32,0.659,19.1,51.05,4.60434914841849,0.118547245740066,0.424120004768342,10,0
"197",21002,"Whiteadder Water at Hungry Snout",45.6,0.5,1.004,NA,51.2,2.6735097323601,0.241033173021955,0.493140919510424,10,0
"198",21003,"Tweed at Peebles",694,0.55,16.036,177.466,35.6,3.28865911547681,2.82471620332044,0.412634634554078,59,0
"199",21005,"Tweed at Lyne Ford",373,0.54,9.586,124.512,40.2,3.61225542684707,1.80805558183314,0.470305857219089,56,0
"200",21006,"Tweed at Boleside",1500,0.5,37.482,395.378,38.1,3.36905967098219,6.7746672028234,0.458350692711802,57,0
"201",21007,"Ettrick Water at Lindean",499,0.4,15.374,241.075,43,3.81251338460041,2.96182557348488,0.519610622006479,57,0
"202",21008,"Teviot at Ormiston Mill",1110,0.44,20.947,351.082,33.4,2.72145593869732,5.053458522169,0.425875704172898,58,0
"203",21009,"Tweed at Norham",4390,0.52,81.306,824.881,30.85,2.74969030276002,16.063333094342,0.46273494896121,56,0
"204",21010,"Tweed at Dryburgh",2080,0.52,42.626,NA,31.5,2.8844937136677,7.06104521444434,0.377736073843415,20,0
"205",21011,"Yarrow Water at Philiphaugh",231,0.47,6.504,87.225,44.3,3.86123334679047,1.06093611745352,0.460907136214454,54,0
"206",21012,"Teviot at Hawick",323,0.42,9.058,193.37,39.6,3.46180359305612,2.09165311301881,0.476527221479392,55,0
"207",21013,"Gala Water at Galashiels",207,0.5,3.691,51.252,35.8,2.65041131105398,0.645824748291838,0.345123805268246,54,0
"208",21014,"Tweed at Kingledores",139,0.44,4.233,NA,51.2,4.52719187402799,0.855008814751766,0.52021169500521,57,0
"209",21015,"Leader Water at Earlston",239,0.5,3.343,60.606,33.85,2.34531224958598,0.772838240903949,0.383973854868796,52,0
"210",21016,"Eye Water at Eyemouth Mill",119,0.45,1.289,36.964,35.2,2.07277432712215,0.448824917586219,0.469866638814102,51,0
"211",21017,"Ettrick Water at Brockhoperig",37.5,0.33,1.935,60.364,57.2,5.23502934395305,0.378022926103085,0.632630203538818,53,0
"212",21018,"Lyne Water at Lyne Station",175,0.57,3.128,NA,32.15,2.72229140030018,0.664672965322255,0.406128804336585,50,0
