"id","Rocks with essentially no groundwater","Moderately productive aquifer","Low productivity aquifer","Highly productive aquifer","Low productive aquifer","Modeately productivity aquifer","Unknown","Significant intergranular flow","Flow is virtually all through fractures and other discontinuities"
"18008",0,0,192410937.500351,0,0,0,0,0,192410937.500351
"18010",0,253202405.161865,138101969.838608,0,0,0,0,14267868.1378784,377036506.862595
"18011",0,454279412.720566,573371837.279419,0,0,0,0,21106102.2727966,1006545147.72719
"18013",0,53824418.0873108,3640894.41285706,0,0,0,0,0,57465312.5001678
"18014",0,9734519.29545593,15634855.7045135,0,0,0,0,0,25369374.9999695
"18015",0,15544193.2084198,181786431.791138,0,0,0,0,0,197330624.999557
"18016",0,0,2282500.00006104,0,0,0,0,0,2282500.00006104
"18017",0,0,6892187.49993896,0,0,0,0,0,6892187.49993896
"18018",0,0,7011250.00024414,0,0,0,0,0,7011250.00024414
"18019",0,0,898437.5,0,0,0,0,0,898437.5
"18020",0,0,860000.000045776,0,0,0,0,0,860000.000045776
"18021",0,0,1382499.99995422,0,0,0,0,0,1382499.99995422
"18022",0,0,42177187.5005035,0,0,0,0,0,42177187.5005035
"18023",0,0,2200000.00004578,0,0,0,0,0,2200000.00004578
"19001",0,339872091.922348,39648845.5773468,0,0,0,0,0,379520937.499695
"19002",0,42705652.9209595,1660597.07891846,0,0,0,0,0,44366249.9998779
"19003",0,52506842.6788177,375032.321121216,0,0,0,0,0,52881874.999939
"19004",0,63489683.9635468,16356878.5363159,0,0,0,0,0,79846562.4998627
"19005",0,216751987.622559,15802074.8773193,0,0,0,0,0,232554062.499878
"19006",0,96583030.5048523,5687906.99516296,0,0,0,0,0,102270937.500015
"19007",0,256373079.960159,66162857.539978,0,0,0,0,0,322535937.500137
"19008",0,82052965.5655975,31445159.4345703,0,0,0,0,0,113498125.000168
"19009",0,8604148.56637573,75226.4335632324,0,0,0,0,0,8679374.99993896
"19010",0,5987720.59434509,9416029.40551758,0,0,0,0,0,15403749.9998627
"19011",0,98691051.8945312,34717698.1054077,0,0,0,0,0,133408749.999939
"19012",0,69588817.2447815,4448682.75505066,0,0,0,0,0,74037499.9998322
"19014",0,27519360.4107666,9814077.08930969,0,0,0,0,0,37333437.5000763
"19017",0,37167203.7793579,3146546.22068787,0,0,0,0,0,40313750.0000458
"19020",0,30365340.4211121,1660597.07891846,0,0,0,0,0,32025937.5000305
"19021",0,124492965.565811,31445159.4345703,0,0,0,0,0,155938125.000381
"20001",0,227064093.286346,80198094.2132111,0,0,0,0,34825987.3100891,272436200.189468
"20002",0,556452.600784302,24952922.399292,0,0,0,0,0,25509375.0000763
"20003",0,135825121.013031,26948941.4865875,0,0,0,0,23787382.3413849,138986680.158234
"20004",0,8332105.33677673,22191332.1631012,0,0,0,0,0,30523437.4998779
"20005",0,66215175.5858917,26388261.9138794,0,0,0,0,23787382.3413849,68816055.1583862
"20006",0,24299265.794693,33257296.7054138,0,0,0,0,19484369.2292023,38072193.2709045
"20007",0,38254266.8712921,29519483.1287537,0,0,0,0,11038604.9687042,56735145.0313416
"2001",0,20238510.9362183,532994301.563156,0,0,0,0,0,553232812.499374
"2002",0,38745725.5555878,384733961.944427,0,0,0,0,0,423479687.500015
"201002",0,106280257.384497,40964592.252346,11354137.2367668,0,0,0,0,158598986.87361
"201005",0,4503618.88394547,272387636.123409,0,0,0,0,0,276891255.007355
"201006",0,11000963.7016048,309543069.049839,57366.3118305206,0,0,0,0,320601399.063274
"201007",0,0,147418845.757746,0,0,0,0,0,147418845.757746
"201008",0,9552808.1300621,187114599.786479,980873.352649689,0,0,0,0,197648281.269191
"201009",0,863703.751316071,440532464.613676,0,0,0,0,0,441396168.364992
"201010",0,189387821.435749,1502408807.08748,14320094.8384666,0,0,0,0,1706116723.3617
"202001",12742548.6501274,66157042.3340797,249057106.082676,38200920.4481049,0,0,12742548.6501274,31090905.0636902,322324163.80117
"202002",0,0,273527297.465248,0,0,0,0,0,273527297.465248
"203010",0,330202106.544456,184438712.6719,53021953.4053307,0,0,0,39057121.9899673,528605650.63172
"203011",0,241465953.482292,1571624.99498749,712070.347900391,0,0,0,0,243749648.82518
"203012",13933391.3755646,137915408.165787,207478189.831966,69932340.7129707,532005.879764557,0,13933391.3755646,63169195.2479515,352688749.342537
"203017",0,12808230.7234383,303333900.811466,0,0,0,0,0,316142131.534904
"203018",0,265376970.281311,909943.597328186,502717.691802979,0,11119333.1143265,0,0,277908964.684769
"203019",0,112201992.939289,14369864.4622421,5773.92153167725,0,0,0,5773.92153167725,126571857.401531
"203020",310291.492305756,97060488.5090256,202193962.900124,5030643.95408249,0,0,310291.492305756,2919102.77149582,301365992.591736
"203021",0,113430730.235954,380983.49596405,0,0,12715217.2932663,0,0,126526931.025185
"203022",0,94214822.320322,81792391.40938,7665475.69392776,0,0,0,0,183672689.42363
"203024",0,9365362.84749985,161708554.876003,0,0,0,0,0,171073917.723503
"203025",0,33599358.6470032,124869849.769066,7067734.358181,0,0,0,7067734.358181,158469208.416069
"203026",0,44530946.8996544,0,0,0,0,0,0,44530946.8996544
"203027",0,182412178.744949,725691.016677856,0,0,0,0,0,183137869.761627
"203028",0,90748924.8825188,9807547.3893013,0,0,0,0,0,100556472.27182
"203029",0,58537730.1151505,0,0,0,0,0,0,58537730.1151505
"203033",0,0,101696149.293343,0,0,0,0,0,101696149.293343
"203038",0,0,6791404.42736435,0,0,0,0,0,6791404.42736435
"203039",0,98160228.8286133,275997.677345276,0,0,0,0,0,98436226.5059586
"203040",547391161.565193,2726682600.14171,1302695269.40978,244425065.266956,11353491.5472183,25360594.2784424,547391161.565193,214234575.639874,4096282445.00423
"203042",0,54395022.7554398,0,0,0,0,0,0,54395022.7554398
"203043",0,74325828.0426216,12319540.3385735,2085428.63565826,0,0,0,2085428.63565826,86645368.3811951
"203046",0,18177821.7096939,0,0,0,4331651.4492569,0,0,22509473.1589508
"203049",0,29223215.3132477,0,0,0,0,0,0,29223215.3132477
"203050",0,14672387.1084938,0,0,0,0,0,0,14672387.1084938
"203092",0,218839212.329903,1571624.99498749,712070.347900391,0,0,0,0,221122907.672791
"203093",0,690793873.091183,2678299.50763702,712070.347900391,0,14094109.3912964,0,0,708278352.338017
"203097",0,4393245.35528183,302023722.869186,0,0,0,0,0,306416968.224468
"204001",30413700.4932938,215688568.112389,43872837.1709137,9258641.6257019,0,0,30413700.4932938,3359885.92508698,265460160.983917
"205003",22972668.6693573,33759560.8013878,310838822.08646,81398020.5091171,0,0,22972668.6693573,69959865.4702835,356036537.926682
"205004",22972668.6693573,33759560.8013878,351100736.62529,85574042.648941,0,0,22972668.6693573,74135887.6101074,396298452.465511
"205005",0,0,73750140.5195389,0,0,0,0,0,73750140.5195389
"205008",0,0,85013632.2371674,0,0,0,0,0,85013632.2371674
"205010",0,0,177838815.150963,811859.052909851,0,0,0,811859.052909851,177838815.150963
"205011",0,0,186261091.772743,0,0,0,0,0,186261091.772743
"205015",0,0,22685274.9691925,0,0,0,0,0,22685274.9691925
"205020",0,0,44397789.9665833,17005214.9418793,0,0,0,17005214.9418793,44397789.9665833
"205029",782679.66110611,4134220.82455826,190904204.401886,11127621.8093758,0,0,782679.66110611,9868375.44197464,196297671.593845
"205034",0,142079.87021637,0,16400.3418731689,0,0,0,0,158480.212089539
"205101",4096213.44975281,785816.699935913,35499.080696106,9050358.75128937,0,0,4096213.44975281,8576158.13137054,1295516.40055084
"205105",0,0,4772864.40816498,7256878.62850189,0,0,0,7256878.62850189,4772864.40816498
"206001",0,0,120554838.111385,0,0,0,0,0,120554838.111385
"206002",0,2896393.24977493,107360815.041931,0,0,0,0,0,110257208.291706
"206004",0,0,34796227.022419,0,0,0,0,0,34796227.022419
"206006",0,0,14439132.2310944,0,0,0,0,0,14439132.2310944
"21001",0,0,22002812.4998474,0,0,0,0,0,22002812.4998474
"21002",0,0,46015312.4999542,0,0,0,0,0,46015312.4999542
"21003",0,89538450.8677979,608586861.632278,0,0,0,0,0,698125312.500076
"21005",0,10069806.8200073,367109255.680359,0,0,0,0,0,377179062.500366
"21006",0,89538450.8677979,1416001236.6329,0,0,0,0,0,1505539687.5007
"21007",0,0,502733750.000397,0,0,0,0,0,502733750.000397
"21008",0,376814938.147888,744725999.351227,0,0,0,0,322936496.193268,798604441.305847
"21009",0,1267636815.54477,3131118184.45459,0,0,0,0,594961386.424698,3803793613.57466
"21010",0,188853330.318649,1902696982.18173,0,0,0,0,35091550.6156769,2056458761.8847
"21011",0,0,232452812.500137,0,0,0,0,0,232452812.500137
"21012",0,10624317.3470764,313793495.152328,0,0,0,0,8761615.17648315,315656197.322922
"21013",0,119250.259765625,205321999.739853,0,0,0,0,0,205441249.999619
"21014",0,0,138702187.500183,0,0,0,0,0,138702187.500183
"21015",0,73262430.1398163,165852882.35997,0,0,0,0,10934763.2023315,228180549.297455
"21016",0,30531902.4267273,88389347.5731964,0,0,0,0,5778976.89431763,113142273.105606
"21017",0,0,38593437.4998322,0,0,0,0,0,38593437.4998322
"21018",0,78897411.6476746,95096025.852356,0,0,0,0,0,173993437.500031
"21019",0,0,59956562.4999542,0,0,0,0,0,59956562.4999542
"21020",0,0,153942812.500488,0,0,0,0,0,153942812.500488
"21021",0,655247322.399261,2690519240.10005,0,0,0,0,431223353.382172,2914543209.11714
"21022",0,263047659.735199,239187027.765121,0,0,0,0,111080310.03923,391154377.46109
"21023",0,98840827.9783936,14106359.5215759,0,0,0,0,1600448.27954102,111346739.220428
"21024",0,102757809.5755,37189065.4244995,0,0,0,0,64394018.0207672,75552856.9792328
"21025",0,30256167.937912,143536332.061844,0,0,0,0,30256167.937912,143536332.061844
"21026",0,0,30994375.0001373,0,0,0,0,0,30994375.0001373
"21027",0,123824683.139832,31514691.860199,0,0,0,0,78776174.5189362,76563200.4810944
"21028",0,0,6702812.50015259,0,0,0,0,0,6702812.50015259
"21029",0,0,34403750.000473,0,0,0,0,0,34403750.000473
"21030",0,0,56083437.5001831,0,0,0,0,0,56083437.5001831
"21031",0,262096652.292648,372574597.707764,0,0,0,0,76200037.3051758,558471212.695236
"21032",0,2778673.75085449,193274138.749557,0,0,0,0,778061.038391113,195274751.462021
"21034",0,0,116186562.500504,0,0,0,0,0,116186562.500504
"22001",0,434525190.014679,143724184.985687,0,0,0,0,101842878.785995,476406496.214371
"22002",0,1325493.67457581,58681068.8253632,0,0,0,0,331288.775146484,59675273.7247925
"22003",0,0,21881875.0001068,0,0,0,0,0,21881875.0001068
"22004",0,198093231.605453,4822705.89434814,0,0,0,0,67216999.9394989,135698937.560303
"22006",0,273666250.000046,0,0,0,0,0,0,273666250.000046
"22007",0,282008749.999969,0,0,0,0,0,5613172.64228821,276395577.357681
"22008",0,529436.204956055,26774313.7949219,0,0,0,0,0,27303749.9998779
"22009",0,202259877.515106,143724184.985687,0,0,0,0,64138967.9517975,281845094.548996
"23001",0,2159875010.86362,12480926.6361389,0,0,0,0,91734532.8335419,2080621404.66621
"23002",0,118114374.999985,0,0,0,0,0,0,118114374.999985
"23003",0,1002183355.88242,10790081.6173401,0,0,0,0,91734532.8335419,921238904.666214
"23004",0,748195717.48175,1690845.01879883,0,0,0,0,0,749886562.500549
"23005",0,283379687.500168,0,0,0,0,0,61116311.3626404,222263376.137527
"23006",0,321358842.481232,1690845.01879883,0,0,0,0,0,323049687.500031
"23007",0,243992812.500443,0,0,0,0,0,0,243992812.500443
"23008",0,334403668.382324,10790081.6173401,0,0,0,0,30618221.470871,314575528.528793
"23009",0,116979154.981201,1690845.01879883,0,0,0,0,0,118670000
"23010",0,95506875.0001831,0,0,0,0,0,0,95506875.0001831
"23011",0,58593749.9998627,0,0,0,0,0,29419461.3143463,29174288.6855164
"23012",0,88243437.4999084,0,0,0,0,0,0,88243437.4999084
"23013",0,78555625.0002594,0,0,0,0,0,0,78555625.0002594
"23014",0,26818125.0002747,0,0,0,0,0,16748062.9219513,10070062.0783234
"23015",0,1038840230.88272,10790081.6173401,0,0,0,0,91734532.8335419,957895779.666519
"23016",0,53267513.3248749,0,352174.175201416,0,0,0,352174.175201416,53267513.3248749
"23017",0,62352499.9998169,0,0,0,0,0,0,62352499.9998169
"23018",0,10139062.4999237,0,0,0,0,0,0,10139062.4999237
"23022",0,243200624.999878,0,0,0,0,0,61116311.3626404,182084313.637238
"23033",0,169836793.382614,10790081.6173401,0,0,0,0,30371704.6893463,150255170.310608
"236005",0,73108103.4464531,167930922.382034,71341495.0819778,0,0,0,0,312380520.910465
"236007",0,76264405.3406491,65789302.2289214,25901072.3140936,0,0,0,0,167954779.883664
"236051",0,3085.640625,160446365.545818,0,0,0,0,0,160449451.186443
"24001",0,658890609.73436,0,2289077.76515198,0,0,0,0,661179687.499512
"24002",0,90554778.2636719,0,1491159.23631287,0,0,0,0,92045937.4999847
"24003",0,173498749.999573,0,0,0,0,0,0,173498749.999573
"24004",0,74123124.9999847,0,0,0,0,0,0,74123124.9999847
"24005",0,178985937.500214,0,0,0,0,0,0,178985937.500214
"24006",0,36594375.0000763,0,0,0,0,0,0,36594375.0000763
"24007",0,44665625.0002136,0,0,0,0,0,0,44665625.0002136
"24008",0,454635624.999542,0,0,0,0,0,0,454635624.999542
"24009",0,954974203.953796,0,50034858.5460358,0,0,0,1897665.47894287,1003111397.02089
"24011",0,20615312.5,0,0,0,0,0,0,20615312.5
"25001",27405.2672729492,755878013.537476,32667477.4980011,59117728.6970062,0,0,27405.2672729492,0,847663219.732483
"25002",0,190403147.514557,28612789.9857788,0,0,0,0,0,219015937.500336
"25003",0,11389687.5001678,0,0,0,0,0,0,11389687.5001678
"25004",21682790.0103455,17750801.7991333,0,184758595.690933,0,0,21682790.0103455,583167.928939819,201926229.561127
"25005",121536435.539032,16437615.0503693,45104191.044693,11074570.8661652,0,0,121536435.539032,27512185.9165344,45104191.044693
"25006",0,86813750.0000458,0,0,0,0,0,0,86813750.0000458
"25007",1922348.34933472,70113840.4298859,0,8894436.22070312,0,0,1922348.34933472,183447.449569702,78824829.2010193
"25008",0,477478460.002289,32667477.4980011,0,0,0,0,0,510145937.50029
"25009",55418234.961441,844645077.775757,32667477.4980011,334390772.265289,0,0,55418234.961441,67256505.2314148,1144446822.30763
"25011",0,12792812.5000458,0,0,0,0,0,0,12792812.5000458
"25012",0,21732224.2204132,2844963.27931213,0,0,0,0,0,24577187.4997253
"25018",0,211986819.588867,30018805.4117126,0,0,0,0,0,242005625.00058
"25019",9332727.81027222,5754772.18977356,0,0,0,0,9332727.81027222,5754772.18977356,0
"25020",223480.866455078,15523379.9789581,0,137025014.15477,0,0,223480.866455078,0,152548394.133728
"25021",1360.62844848633,4163512.43782043,0,71539189.4338226,0,0,1360.62844848633,0,75702701.8716431
"25022",0,21106250.0000916,0,0,0,0,0,0,21106250.0000916
"25023",0,53737195.5028229,4774679.49743652,0,0,0,0,0,58511875.0002594
"25029",121536435.539032,16437615.0503693,42259943.7826233,3623193.12826538,0,0,121536435.539032,20060808.1786346,42259943.7826233
"25808",0,8105.18647766113,0,0,0,0,0,0,8105.18647766113
"25809",0,46249.9999847412,0,0,0,0,0,0,46249.9999847412
"25810",0,42812.5000305176,0,0,0,0,0,0,42812.5000305176
"26001",0,0,0,195562187.499847,0,0,0,0,195562187.499847
"26002",0,0,0,397233749.999802,0,0,0,0,397233749.999802
"26003",0,0,0,59592812.5,0,0,0,0,59592812.5
"26004",1116586.74952698,0,0,256036225.750702,0,0,1116586.74952698,0,256036225.750702
"26005",1116586.74952698,0,0,247015600.750717,0,0,1116586.74952698,0,247015600.750717
"26006",0,0,0,8818750.00006104,0,0,0,0,8818750.00006104
"26007",0,0,0,10835625.000061,0,0,0,0,10835625.000061
"26008",15314473.1718903,3455402.30599976,0,22194499.5220947,0,0,15314473.1718903,0,25649901.8280945
"26009",0,0,0,195605312.499817,0,0,0,0,195605312.499817
"26010",0,0,0,49472500.0001984,0,0,0,0,49472500.0001984
"26011",12632684.9049225,133.839050292969,29551639.9245911,22861478.8314972,0,0,12632684.9049225,0,52413252.5951385
"26012",4522476.97416687,0,58583089.368988,11044121.1568146,0,0,4522476.97416687,0,69627210.5258026
"26013",0,0,0,53335624.9999695,0,0,0,0,53335624.9999695
"26016",1116586.74952698,0,0,15858725.7505951,0,0,1116586.74952698,0,15858725.7505951
"27001",24303475.0959778,394722180.950943,0,74899031.4529266,0,0,24303475.0959778,34074245.3356934,435546967.068176
"27002",1468904.36195374,743979589.451187,0,13590881.1869507,0,0,1468904.36195374,0,757570470.638138
"27003",8923255.82398987,1887187381.49323,2593169.16290283,37264318.520874,0,0,8923255.82398987,2241479.84133911,1924803389.33566
"27004",0,905897499.999832,0,0,0,0,0,0,905897499.999832
"27005",0,115423437.499832,0,0,0,0,0,0,115423437.499832
"27006",0,364876875.000534,0,0,0,0,0,0,364876875.000534
"27007",31901973.410553,763113503.982742,0,117572335.106888,0,0,31901973.410553,37581407.5447998,843104431.54483
"27008",193104517.464249,675418378.979309,141150082.739685,340569520.817291,0,0,193104517.464249,305630759.772614,851507222.763672
"27009",309188990.506699,1876196171.25876,214409253.52655,901008084.707901,0,0,309188990.506699,755513909.001236,2236099600.49197
"27010",7574219.08877563,11246405.9111481,0,0,0,0,7574219.08877563,11246405.9111481,0
"27011",0,87480000,0,0,0,0,0,0,87480000
"27012",0,35922499.999939,0,0,0,0,0,0,35922499.999939
"27013",0,26273437.4998474,0,0,0,0,0,0,26273437.4998474
"27014",253072520.647247,427826229.35289,0,0,0,0,253072520.647247,247335058.798676,180491170.554214
"27015",703782113.588043,805644466.005051,58085717.4963531,71758640.4107513,0,0,703782113.588043,357742498.253235,577746325.65892
"27016",0,36182500.0001068,0,0,0,0,0,0,36182500.0001068
"27017",0,43597812.5000763,0,0,0,0,0,0,43597812.5000763
"27018",0,12676562.5001221,0,0,0,0,0,0,12676562.5001221
"27019",0,15687812.5000305,0,0,0,0,0,0,15687812.5000305
"27020",0,10915000.0000458,0,0,0,0,0,0,10915000.0000458
"27021",1508892.41902161,1228311443.44946,0,23036851.6316681,0,0,1508892.41902161,907405.257171631,1250440889.82396
"27022",0,819267215.30304,0,5157784.69721985,0,0,0,0,824425000.000259
"27023",0,119556249.999954,0,0,0,0,0,0,119556249.999954
"27024",0,377960625.000595,0,0,0,0,0,0,377960625.000595
"27025",0,349776902.80275,0,5157784.69721985,0,0,0,0,354934687.499969
"27026",0,167032187.500534,0,0,0,0,0,0,167032187.500534
"27027",0,445279062.5,0,0,0,0,0,0,445279062.5
"27028",0,684401830.837677,2593169.16290283,0,0,0,0,0,686995000.00058
"27029",0,340744687.499817,0,0,0,0,0,0,340744687.499817
"27030",0,310869910.855148,0,107901.644744873,0,0,0,0,310977812.499893
"27031",0,245582812.5,0,0,0,0,0,0,245582812.5
"27032",0,22238437.4998322,0,0,0,0,0,0,22238437.4998322
"27033",4609023.25917053,28302539.2408752,0,0,0,0,4609023.25917053,26494970.3656921,1807568.87518311
"27034",0,510929687.500397,0,0,0,0,0,0,510929687.500397
"27035",0,280792143.337616,2593169.16290283,0,0,0,0,0,283385312.500519
"27038",2340647.65802002,6508102.34182739,0,0,0,0,2340647.65802002,0,6508102.34182739
"27040",0,63032145.9280701,0,5079416.57157898,0,0,0,0,68111562.499649
"27041",693743015.801651,805386464.54541,29807585.6404266,65306059.0129242,0,0,693743015.801651,356702258.776581,543797850.42218
"27042",26300475.7610474,34037336.7393799,0,0,0,0,26300475.7610474,23193543.8705139,10843792.868866
"27043",0,430003125.000137,0,0,0,0,0,0,430003125.000137
"27044",4573121.24232483,0,30805270.3984985,12458483.3596649,0,0,4573121.24232483,9050152.86091614,34213600.8972473
"27047",0,11343437.499939,0,0,0,0,0,0,11343437.499939
"27048",37582593.9557953,89906156.0440216,0,0,0,0,37582593.9557953,58487858.3222351,31418297.7217865
"27049",66417781.9043427,171194093.095306,0,0,0,0,66417781.9043427,73907915.8265228,97286177.2687836
"27050",79612691.2159882,218873246.283615,0,0,0,0,79612691.2159882,218873246.283615,0
"27051",0,8170624.99992371,0,0,0,0,0,0,8170624.99992371
"27052",0,54273125.0000153,0,0,0,0,0,0,54273125.0000153
"27053",0,219315624.999771,0,0,0,0,0,0,219315624.999771
"27054",8989405.57307434,28444344.4266663,0,0,0,0,8989405.57307434,27946646.3314972,497698.095169067
"27055",45392646.5139771,85904228.4859314,0,0,0,0,45392646.5139771,73907915.8265228,11996312.6594086
"27056",24364997.1746826,43201565.3252563,0,0,0,0,24364997.1746826,5536694.37716675,37664870.9480896
"27057",41694105.9260254,80885581.5738831,0,0,0,0,41694105.9260254,66272961.703476,14612619.8704071
"27058",9192138.10299683,30599111.8972168,0,0,0,0,9192138.10299683,19510316.6692963,11088795.2279205
"27059",302529.887756348,68640995.72435,0,9494911.8873291,0,0,302529.887756348,0,78135907.6116791
"27060",32010592.9983521,6810766.59458923,57512282.9426422,70601357.4645233,0,0,32010592.9983521,77412124.0591125,57512282.9426422
"27061",0,69703749.9999084,0,0,0,0,0,0,69703749.9999084
"27062",24303475.0959778,394722180.950943,0,104465906.452515,0,0,24303475.0959778,63641120.3352814,435546967.068176
"27063",0,25700937.4997711,0,0,0,0,0,0,25700937.4997711
"27064",735601.554412842,68920832.8909454,0,16695440.5542145,0,0,735601.554412842,0,85616273.4451599
"27065",0,100714375.000244,0,0,0,0,0,0,100714375.000244
"27066",0,41765312.4997101,0,0,0,0,0,0,41765312.4997101
"27067",0,49087812.4999695,0,0,0,0,0,0,49087812.4999695
"27068",0,34290625.0002747,0,0,0,0,0,0,34290625.0002747
"27069",27927002.1902924,585654.909820557,105653919.765244,78972173.1346893,0,0,27927002.1902924,79557828.0445099,105653919.765244
"27071",194464937.549759,675418378.979309,141878213.149597,342655657.821747,0,0,194464937.549759,307716896.777069,852235353.173584
"27072",0,71158750.0003204,0,0,0,0,0,0,71158750.0003204
"27073",3456822.35479736,4603802.64524841,0,0,0,0,3456822.35479736,0,4603802.64524841
"27074",0,45822499.9998779,0,0,0,0,0,0,45822499.9998779
"27075",10740064.513855,80769729.3894196,0,48608643.5964203,0,0,10740064.513855,7925257.00682068,121453115.979019
"27076",10671326.5525513,0,42999626.2523651,53811547.1949921,0,0,10671326.5525513,0,96811173.4473572
"27077",0,57582500.0000305,0,0,0,0,0,0,57582500.0000305
"27079",0,950125672.285934,0,64640.2137451172,0,0,0,0,950190312.49968
"27080",0,858506298.352707,2593169.16290283,468969.984985352,0,0,0,0,861568437.500595
"27081",0,25104375.0001373,0,0,0,0,0,0,25104375.0001373
"27082",113947.055862427,0,626504.113021851,22096111.3312988,0,0,113947.055862427,22096111.3312988,626504.113021851
"27083",40976511.8200836,7754143.72116089,47145906.5523224,30471875.4068909,0,0,40976511.8200836,38226019.1280518,47145906.5523224
"27084",0,41013437.4998322,0,0,0,0,0,0,41013437.4998322
"27085",130645346.262054,51025338.3774109,24489315.3603363,0,0,0,130645346.262054,45132236.1133728,30382417.6243744
"27086",1720075.4058075,94980427.795105,0,20619496.7986298,0,0,1720075.4058075,0,115599924.593735
"27087",220983758.78157,210665894.87886,0,44279096.3400726,0,0,220983758.78157,58487858.3222351,196457132.896698
"27088",0,146867187.499985,0,0,0,0,0,0,146867187.499985
"27089",8394923.21257019,751459857.169815,0,55480532.11763,0,0,8394923.21257019,485842.585372925,806454546.702072
"27090",0,497488217.987091,0,67094.5133361816,0,0,0,0,497555312.500427
"27091",1783256.28085327,67025841.8726654,0,7988401.84643555,0,0,1783256.28085327,4120.59838867188,75010123.1207123
"27092",85398699.5369415,239864425.462448,0,0,0,0,85398699.5369415,239864425.462448,0
"27093",9622763.10302734,30599111.8972168,0,0,0,0,9622763.10302734,19510316.6692963,11088795.2279205
"27094",21170426.9544373,585654.909820557,72821875.5402527,63630167.5958405,0,0,21170426.9544373,64215822.505661,72821875.5402527
"27095",23368612.3164215,42836700.1835632,0,0,0,0,23368612.3164215,5536694.37716675,37300005.8063965
"27096",0,215183437.500534,0,0,0,0,0,0,215183437.500534
"28001",0,126703749.999878,0,0,0,0,0,0,126703749.999878
"28002",0,5435852.02464294,137031907.270462,19647240.7046356,0,0,0,19647240.7046356,142467759.295105
"28003",0,202662613.018974,88613217.0931168,114326357.387886,0,0,0,114326357.387886,291275830.112091
"28004",2755358.49750519,269733805.078743,406580519.854492,115675941.569206,0,0,2755358.49750519,115675941.569206,676314324.933235
"28005",2755358.49750519,389137239.689743,844909125.698051,248886401.114281,0,0,2755358.49750519,248886401.114281,1234046365.38779
"28006",0,178939928.596161,100184313.631897,41950757.7719803,0,0,0,41950757.7719803,279124242.228058
"28007",2755358.49750519,1300324246.42503,2263271332.15508,829091250.422997,0,0,2755358.49750519,834777387.032181,3557909441.97092
"28008",0,343562868.33223,23634938.2747192,30782818.3932495,0,0,0,31635068.0485077,366345556.951691
"28009",734056623.030228,2485282229.30991,3235725468.35348,1011345054.3061,0,0,734056623.030228,950216779.459564,5782135972.50992
"28010",0,1006365112.46526,37953390.2530518,7417434.78068542,0,0,0,6767379.25787354,1044968558.24112
"28011",0,664210340.406113,22958409.5932312,0,0,0,0,0,687168749.999344
"28012",0,248784123.829391,620936811.623093,336873439.548447,0,0,0,336873439.548447,869720935.452484
"28014",0,59450743.8407135,322788571.725609,202602871.934319,0,0,0,202602871.934319,382239315.566322
"28015",22046582.1853638,4924324.40283203,93296268.3729248,407913137.53923,0,0,22046582.1853638,295088310.197678,211045420.11731
"28016",29680861.9660797,50379904.7634277,0,152690795.770813,0,0,29680861.9660797,78251913.0873108,124818787.44693
"28017",213351585.849197,0,60620402.8686371,6666515.67955017,0,0,213351585.849197,0,67286918.5481873
"28018",0,556798690.767197,237642791.01786,89632893.2156448,0,0,0,90485142.870903,793589232.129799
"28019",2755358.49750519,677478676.12117,1728028701.88461,658453200.997948,0,0,2755358.49750519,660947919.140762,2403012659.86296
"28020",0,187083012.636856,10413033.5906677,36847078.772934,0,0,0,36847078.772934,197496046.227524
"28021",0,1021451355.09689,131776388.514191,19109443.8880157,0,0,0,18459388.3652039,1153877799.1339
"28022",963952227.148453,2485282229.30991,3682740477.30903,1077444753.73138,0,0,963952227.148453,1009649963.20531,6235817497.145
"28023",0,133038473.689697,19233401.3100891,0,0,0,0,0,152271874.999786
"28024",373581048.088867,0,22154898.845108,21280928.0651855,0,0,373581048.088867,0,43435826.9102936
"28025",0,1940770.76472473,174006909.621323,1709507.11385345,0,0,0,1709507.11385345,175947680.386047
"28026",0,47808209.2055893,306894440.207367,16876100.5866852,0,0,0,16876100.5866852,354702649.412956
"28027",2264910.04637146,153258602.189545,3426148.59432983,24754401.6697083,0,0,2264910.04637146,10382041.9418945,171057110.511688
"28028",212348880.811935,0,265955494.187981,0,0,0,212348880.811935,0,265955494.187981
"28029",38692662.2449341,0,22057650.2548676,0,0,0,38692662.2449341,0,22057650.2548676
"28030",0,0,8146249.99992371,0,0,0,0,0,8146249.99992371
"28031",0,148142812.499466,0,0,0,0,0,0,148142812.499466
"28032",2728427.09417725,4906540.6486969,0,52285657.2574158,0,0,2728427.09417725,5687618.33795166,51504579.568161
"28033",0,7915937.50028992,0,0,0,0,0,0,7915937.50028992
"28035",16982245.1515808,4288703.54689026,10164916.8035583,86881946.9979248,0,0,16982245.1515808,56394480.669754,44941086.6786194
"28036",15642564.8102417,17783.7541351318,1915622.63360596,107199966.302322,0,0,15642564.8102417,53977550.6207275,55155822.0693359
"28037",0,206616417.800003,239519.69960022,0,0,0,0,0,206855937.499603
"28038",0,44672187.4993439,0,0,0,0,0,0,44672187.4993439
"28039",0,22162614.6684113,30420915.0216141,21104907.8098145,0,0,0,21104907.8098145,52583529.6900253
"28040",0,57951853.3353195,0,561584.164703369,0,0,0,561584.164703369,57951853.3353195
"28041",0,37038749.9999084,0,0,0,0,0,0,37038749.9999084
"28043",0,344095792.799942,239519.69960022,0,0,0,0,0,344335312.499542
