"id","Rocks with essentially no groundwater","Moderately productive aquifer","Low productivity aquifer","Highly productive aquifer","Low productive aquifer","Modeately productivity aquifer","Unknown","Significant intergranular flow","Flow is virtually all through fractures and other discontinuities"
"14001",0,85260266.34552,104984163.456451,118490570.197678,0,0,0,118490570.197678,190244429.801971
"14002",0,104049481.311996,23568956.1880951,0,0,0,0,0,127618437.500092
"14005",0,1851698.88517761,56453301.1152496,0,0,0,0,0,58305000.0004272
"14006",0,14748550.2365723,2376762.26342773,0,0,0,0,0,17125312.5
"14007",0,25044212.894043,3857662.10548401,0,0,0,0,0,28901874.999527
"14009",0,462027.084854126,9322297.61677551,20111300.2984924,0,0,0,20111300.2984924,9784324.70162964
"14010",0,41017.0668792725,31274920.4335022,0,0,0,0,0,31315937.5003815
"15001",0,0,71682187.4998779,0,0,0,0,0,71682187.4998779
"15002",0,0,16778124.9999542,0,0,0,0,0,16778124.9999542
"15003",0,8369482.50250244,3202847704.9973,0,0,0,0,0,3211217187.4998
"15004",0,1292069.99171448,23178242.5078278,0,0,0,0,0,24470312.4995422
"15005",0,3394314.46258545,38527248.0374603,0,0,0,0,0,41921562.5000458
"15006",0,590422917.823944,3996352394.67517,0,0,0,0,0,4586775312.49911
"15007",0,0,1149078749.99939,0,0,0,0,0,1149078749.99939
"15008",0,169430339.887878,7169972.61235046,0,0,0,0,0,176600312.500229
"15010",0,116848677.837418,246921634.661789,0,0,0,0,0,363770312.499207
"15011",0,0,388333437.499817,0,0,0,0,0,388333437.499817
"15012",0,0,1666319375.00014,0,0,0,0,0,1666319375.00014
"15013",0,60454974.8948669,112840337.604889,0,0,0,0,0,173295312.499756
"15014",0,0,105534999.999878,0,0,0,0,0,105534999.999878
"15015",0,0,84280624.9998016,0,0,0,0,0,84280624.9998016
"15016",0,0,598276249.999756,0,0,0,0,0,598276249.999756
"15017",0,0,197150625.000214,0,0,0,0,0,197150625.000214
"15018",0,0,160572499.999969,0,0,0,0,0,160572499.999969
"15021",0,37943176.6095886,56507448.3901825,0,0,0,0,0,94450624.9997711
"15023",0,0,210713125,0,0,0,0,0,210713125
"15024",0,0,232568125.000046,0,0,0,0,0,232568125.000046
"15025",0,13851568.306015,423546244.193954,0,0,0,0,0,437397812.499969
"15027",0,15453106.9062958,7121268.09373474,0,0,0,0,0,22574375.0000305
"15028",0,45479094.5358887,11869967.9642639,0,0,0,0,0,57349062.5001526
"15029",0,18157964.0423279,11927348.4575958,0,0,0,0,0,30085312.4999237
"15030",0,227771941.435959,16551046.4576721,0,0,0,0,0,244322987.893631
"15032",0,15781612.6295624,4748699.87054443,0,0,0,0,0,20530312.5001068
"15034",0,0,744216562.499878,0,0,0,0,0,744216562.499878
"15035",0,0,645793750.000275,0,0,0,0,0,645793750.000275
"15038",0,0,250287812.500275,0,0,0,0,0,250287812.500275
"15039",0,0,166432812.500336,0,0,0,0,0,166432812.500336
"15041",0,0,237560000.000046,0,0,0,0,0,237560000.000046
"15046",0,15124044.40625,7121268.09373474,0,0,0,0,0,22245312.4999847
"16001",0,221572234.346832,363083078.153473,0,0,0,0,0,584655312.500305
"16002",0,0,177068749.999832,0,0,0,0,0,177068749.999832
"16003",0,49824980.8786316,51243769.1212921,0,0,0,0,0,101068749.999924
"16004",0,367817586.074265,416075538.926086,0,0,0,0,0,783893125.000351
"16007",0,16753468.8921661,31328093.6078796,0,0,0,0,0,48081562.5000458
"17001",0,26499962.9311371,94642224.5687408,0,0,0,0,0,121142187.499878
"17002",0,213070098.056976,127504323.624466,75950890.818634,0,0,0,75950890.818634,340574421.681442
"17003",0,50188642.2683868,1304170.23167419,0,0,0,0,0,51492812.500061
"17004",0,138540122.265381,20336574.7145691,312365.520065308,0,0,0,312365.520065308,158876696.97995
"17005",0,151689412.197144,43118087.8032684,0,0,0,0,0,194807500.000412
"17008",0,2702220.45761108,23273107.5340576,8742797.00836182,0,0,0,8742797.00836182,25975327.9916687
"17012",0,21705312.5001373,0,0,0,0,0,0,21705312.5001373
"17015",0,2421054.71565247,19038335.5823059,3141859.70191956,0,0,0,3141859.70191956,21459390.2979584
"17016",0,10693959.3130646,2900103.1869812,0,0,0,0,0,13594062.5000458
"17018",0,3733.85314941406,1072874.3731842,9267454.27362061,0,0,0,9267454.27362061,1076608.22633362
"18001",0,142352418.034775,17932269.4651184,0,0,0,0,0,160284687.499893
"18002",0,89183820.6588745,89501179.3410034,0,0,0,0,0,178684999.999878
"18003",0,105240287.889297,410377212.110397,0,0,0,0,0,515617499.999695
"18005",0,185808107.03772,24012830.4624329,0,0,0,0,0,209820937.500153
"18007",0,11532706.9304657,58587293.0695038,0,0,0,0,0,70119999.9999695
